date,open,high,low,adjClose,value,volume,count,yesterday,close
2024-09-28,10000.0,10000.0,10000.0,10000.0,1627582830000,162758283,9777,10000.0,10000.0
2024-09-29,10000.0,10000.0,10000.0,10000.0,318167520000,31816752,3359,10000.0,10000.0
2024-09-30,10000.0,10000.0,10000.0,10000.0,605871100000,60587110,2087,10000.0,10000.0
2024-10-01,10000.0,10000.0,10000.0,10000.0,1974311620000,197431162,4127,10000.0,10000.0
2024-10-15,10060.0,10100.0,10060.0,10070.0,107711359040,10699313,1117,10000.0,10070.0
2024-10-16,10060.0,10130.0,10060.0,10080.0,205824011100,20423624,1239,10070.0,10120.0
2024-10-19,10090.0,10370.0,10090.0,10150.0,251481729650,24768477,2179,10080.0,10130.0
2024-10-20,10140.0,10140.0,10100.0,10110.0,115911150570,11470164,1036,10150.0,10100.0
2024-10-21,10100.0,10130.0,10100.0,10110.0,89251351910,8826349,652,10110.0,10110.0
2024-10-22,10120.0,10150.0,10110.0,10140.0,161824537600,15957626,740,10110.0,10140.0
2024-10-23,10160.0,10220.0,10150.0,10170.0,109959898980,10809877,803,10140.0,10210.0
2024-10-26,10190.0,10440.0,10190.0,10350.0,251461588440,24303141,1972,10170.0,10380.0
2024-10-27,10450.0,10610.0,10420.0,10540.0,612854698440,58146680,3093,10350.0,10570.0
2024-10-28,10560.0,10560.0,10200.0,10260.0,530187530610,51678993,3407,10540.0,10210.0
2024-10-29,10230.0,10230.0,10210.0,10210.0,301806125290,29551934,1460,10260.0,10210.0
2024-10-30,10220.0,10310.0,10220.0,10260.0,244312688100,23816695,1238,10210.0,10310.0
2024-11-02,10290.0,10290.0,10230.0,10240.0,488413041840,47674488,1848,10260.0,10250.0
2024-11-03,10240.0,10260.0,10240.0,10250.0,144361481000,14089727,697,10240.0,10260.0
2024-11-04,10250.0,10260.0,10250.0,10250.0,210898936070,20565679,872,10250.0,10250.0
2024-11-05,10260.0,10260.0,10250.0,10250.0,214732015350,20948497,797,10250.0,10250.0
2024-11-06,10250.0,10270.0,10250.0,10260.0,105762403680,10307446,533,10250.0,10260.0
2024-11-09,10270.0,10390.0,10270.0,10310.0,331154985490,32106354,1634,10260.0,10300.0
2024-11-10,10320.0,10400.0,10290.0,10340.0,245647689480,23765533,1552,10310.0,10340.0
2024-11-11,10430.0,10430.0,10310.0,10330.0,158379174520,15333725,1008,10340.0,10330.0
2024-11-12,10320.0,10360.0,10310.0,10330.0,107716854240,10424887,724,10330.0,10350.0
2024-11-13,10350.0,10370.0,10330.0,10340.0,62701291380,6062101,464,10330.0,10370.0
2024-11-16,10360.0,11170.0,10350.0,10960.0,1461813811930,133354979,9349,10340.0,11070.0
2024-11-17,11270.0,11270.0,10400.0,10680.0,1075238994880,100631264,7282,10960.0,10530.0
2024-11-18,10740.0,11560.0,10730.0,11290.0,4186385705050,370726007,17486,10680.0,11210.0
2024-11-19,11240.0,11520.0,10800.0,11130.0,1734275566110,155806485,10722,11290.0,10840.0
2024-11-20,10840.0,11210.0,10720.0,10950.0,1165450438410,106441161,7180,11130.0,11080.0
2024-11-23,10980.0,11540.0,10980.0,11330.0,2738890356380,241674470,11515,10950.0,11360.0
2024-11-24,11450.0,12460.0,11430.0,12040.0,6238053567410,518124290,17820,11330.0,12460.0
2024-11-25,12810.0,13240.0,12700.0,13120.0,2491704827410,189876215,6376,12040.0,13240.0
2024-11-27,11810.0,13070.0,11810.0,12320.0,4120171342920,334354777,17657,13120.0,12110.0
2024-11-30,12000.0,12480.0,11160.0,11710.0,3092732847140,264025646,15431,12320.0,11480.0
2024-12-01,11420.0,12030.0,11200.0,11650.0,3403555447210,292108519,13518,11710.0,11940.0
2024-12-02,12560.0,12810.0,12480.0,12730.0,1952645127620,153411524,6148,11650.0,12810.0
2024-12-04,12800.0,13270.0,12350.0,12840.0,4589187264950,357371743,19010,12730.0,12720.0
2024-12-07,12630.0,12800.0,11900.0,12230.0,3678586780340,300764628,16163,12840.0,12100.0
2024-12-08,12080.0,13060.0,11760.0,12630.0,5647845574530,447090662,19316,12230.0,12990.0
2024-12-16,13200.0,13350.0,12120.0,12710.0,4746007975220,373479774,24988,12630.0,12250.0
2024-12-17,12240.0,12720.0,11790.0,12270.0,2763642653280,225175002,16301,12710.0,12000.0
2024-12-18,12030.0,12650.0,11850.0,12430.0,4704899319790,378486360,16893,12270.0,12500.0
2024-12-21,12760.0,13110.0,12590.0,12860.0,4127384281860,321064351,18034,12430.0,12790.0
2024-12-22,12690.0,12800.0,12260.0,12500.0,3499888768780,279928659,15423,12860.0,12270.0
2024-12-23,12240.0,12710.0,12210.0,12550.0,3772063358930,300470743,12898,12500.0,12530.0
2024-12-24,12700.0,12740.0,12110.0,12360.0,3496966712180,282996228,15370,12550.0,12230.0
2024-12-25,12240.0,12330.0,11780.0,11980.0,2181133537510,182128939,11117,12360.0,11890.0
2024-12-28,11900.0,12110.0,11800.0,11970.0,1778154476980,148514490,9689,11980.0,11950.0
2024-12-29,11980.0,12040.0,11620.0,11770.0,1068945241970,90809457,7688,11970.0,11660.0
2024-12-30,11650.0,11660.0,11380.0,11510.0,761827044040,66183133,7351,11770.0,11460.0
2024-12-31,11490.0,11860.0,11370.0,11640.0,1802537717060,154801952,9188,11510.0,11830.0
2025-01-01,11910.0,12290.0,11690.0,12030.0,2555669848540,212518404,11291,11640.0,12070.0
2025-01-04,12200.0,12450.0,12140.0,12320.0,2526929954780,205131046,10719,12030.0,12190.0
2025-01-05,12200.0,12300.0,11900.0,12070.0,1896213119350,157092596,9339,12320.0,11940.0
2025-01-06,11960.0,12220.0,11800.0,12020.0,1871826003110,155667659,8511,12070.0,12160.0
2025-01-07,12200.0,12370.0,12130.0,12240.0,3062366071660,250220293,9884,12020.0,12240.0
2025-01-08,12280.0,12290.0,12010.0,12130.0,2124679163200,175214325,9186,12240.0,12110.0
2025-01-11,12130.0,12230.0,11760.0,11960.0,1334280229640,111529309,8460,12130.0,11830.0
2025-01-12,11750.0,11840.0,11670.0,11740.0,502473252510,42799627,4121,11960.0,11690.0
2025-01-13,11730.0,11970.0,11700.0,11850.0,928933619640,78420515,5055,11740.0,11850.0
2025-01-15,11890.0,12030.0,11700.0,11850.0,720211255320,60776005,4997,11850.0,11720.0
2025-01-18,11720.0,11750.0,11420.0,11520.0,391528647950,33973034,3915,11850.0,11470.0
2025-01-19,11500.0,11660.0,11450.0,11570.0,936461512850,80951646,5118,11520.0,11610.0
2025-01-20,11640.0,11700.0,11310.0,11500.0,563212830260,48990309,4519,11570.0,11420.0
2025-01-21,11420.0,11710.0,11340.0,11550.0,983869286720,85210210,5826,11500.0,11640.0
2025-01-22,11660.0,11800.0,11580.0,11700.0,1224994937810,104684750,6976,11550.0,11610.0
2025-01-25,11650.0,11660.0,11460.0,11550.0,855119537780,74047301,5124,11700.0,11510.0
2025-01-26,11600.0,11650.0,11390.0,11500.0,743881583190,64705560,4734,11550.0,11460.0
2025-01-27,11440.0,11480.0,11380.0,11420.0,306069432400,26808544,2842,11500.0,11380.0
2025-01-29,11400.0,11500.0,11380.0,11430.0,577602033750,50546837,3164,11420.0,11400.0
2025-02-01,11400.0,11420.0,11220.0,11290.0,353341694790,31295608,3018,11430.0,11270.0
2025-02-02,11250.0,11300.0,11180.0,11230.0,318027252970,28326584,2535,11290.0,11190.0
2025-02-03,11210.0,11250.0,11000.0,11170.0,1115414925650,99871543,5080,11230.0,11240.0
2025-02-04,11250.0,11290.0,11190.0,11230.0,805485250590,71746315,3337,11170.0,11210.0
2025-02-05,11170.0,11200.0,11040.0,11130.0,499520409070,44890633,3580,11230.0,11120.0
2025-02-09,11100.0,11240.0,11010.0,11120.0,1017236411140,91504511,5004,11130.0,11030.0
2025-02-11,11020.0,11070.0,10840.0,10880.0,723033667020,66467168,4125,11120.0,10880.0
2025-02-15,10870.0,10930.0,10830.0,10840.0,564712427230,52094409,2135,10880.0,10850.0
2025-02-16,10860.0,11590.0,10840.0,11170.0,1129195647340,101046703,5946,10840.0,11340.0
2025-02-17,11400.0,11540.0,11210.0,11330.0,911968002170,80519817,4947,11170.0,11260.0
