date,open,high,low,adjClose,value,volume,count,yesterday,close,rsi,macd,macd_signal,bb_upper,bb_lower,sma_20,sma_50,volume_ratio,momentum_5,momentum_10,prev_day_change,high_52w,low_52w,dist_from_high,dist_from_low,price_to_sma20,price_to_sma50,future_return,signal
2002-06-11,5895.0,5900.0,5894.0,5900.0,32692606,5544,13,5900.0,5900.0,44.030109531462,11.54061729705245,43.589300250221434,6141.309202855669,5855.790797144331,5998.55,5827.04,0.7739071562681036,0.0013577732518670338,-0.026081214922416662,0.0,6105.0,4320.0,-0.03357903357903358,0.36574074074074076,0.9835710296655025,1.01252093687361,0.009322033898305104,0
2002-06-12,5900.0,5901.0,5900.0,5900.0,24521156,4156,7,5900.0,5900.0,44.03010953146201,6.99055519986905,36.26955124015096,6143.838199125845,5847.261800874156,5995.55,5834.98,0.5886727243110788,0.001697792869269854,-0.026081214922416662,0.0,6105.0,4322.0,-0.03357903357903358,0.3651087459509486,0.9840631801919757,1.0111431401650048,0.05932203389830515,1
2002-06-15,5900.0,5905.0,5900.0,5905.0,1466753100,248509,32,5900.0,5905.0,45.14524035769641,3.744887685554204,29.76461852923161,6139.38289115577,5837.21710884423,5988.3,5843.02,12.834650752620421,0.002716929869247764,-0.025577557755775526,0.0008474576271186862,6105.0,4330.0,-0.03276003276003276,0.36374133949191684,0.9860895412721473,1.0106075282987221,0.04995766299745985,0
2002-06-16,5900.0,5910.0,5900.0,5910.0,1483287000,250980,45,5905.0,5910.0,46.29750052086609,1.5581694029933715,24.12332870398396,6133.269865433863,5829.3301345661375,5981.3,5851.16,7.9564295292651925,0.0015251652262329163,-0.024913380630259052,0.0008467400508043177,6105.0,4351.0,-0.03194103194103194,0.3583084348425649,0.9880795144868172,1.0100561256229534,0.02385786802030454,0
2002-06-17,5916.0,5936.0,3468.0,5935.0,4041592976,961120,1016,5910.0,5935.0,51.754430215064055,1.8214736613508649,19.662957695457344,6125.374530701706,5825.725469298294,5975.55,5858.88,12.08341924355422,0.0059322033898305815,-0.010503501167055673,0.004230118443316444,6105.0,4401.0,-0.027846027846027847,0.34855714610315836,0.9932140137727907,1.012992244251461,0.020219039595619215,0
2002-06-18,6000.0,6000.0,5935.0,5955.0,981802907,164915,24,5935.0,5955.0,55.63807016458392,3.602450232299816,16.45085620282584,6116.858344506524,5824.741655493476,5970.8,5867.0,1.8985359923466831,0.009322033898305104,0.010692464358452058,0.0033698399326032025,6105.0,4401.0,-0.02457002457002457,0.35310156782549423,0.9973537884370604,1.0149991477756946,0.02099076406381184,0
2002-06-19,6000.0,6250.0,6000.0,6250.0,4264732000,683482,9,5955.0,6250.0,80.53165035203541,28.48951221543939,18.85858740534855,6168.476263479531,5793.023736520469,5980.75,5879.2,5.647582403371947,0.05932203389830515,0.06112054329371808,0.04953820319059621,6250.0,4401.0,0.0,0.42013178822994773,1.045019437361535,1.0630698054157028,-0.023680000000000034,0
2002-06-22,6250.0,6250.0,6200.0,6200.0,127818058,20492,18,6250.0,6200.0,73.04949345164775,43.67465180661202,23.821800285601245,6197.116825555018,5779.283174444981,5988.2,5891.4,0.16894111711200718,0.04995766299745985,0.05281032433350319,-0.008000000000000007,6250.0,4401.0,-0.008,0.4087707339241082,1.035369560134932,1.0523814373493567,-0.011935483870967767,0
2002-06-23,6051.0,6053.0,6050.0,6051.0,1325473298,219054,40,6200.0,6051.0,56.27121339033997,43.18808422925122,27.69505707433124,6197.116825555018,5779.283174444981,5988.2,5901.26,1.6602647279959253,0.02385786802030454,0.025419420437214013,-0.024032258064516143,6250.0,4401.0,-0.03184,0.37491479209270623,1.0104872916736247,1.0253742421110068,0.013386217154189417,0
2002-06-24,6050.0,6055.0,6050.0,6055.0,1573755000,260000,29,6051.0,6055.0,56.559670829947855,42.63378673440366,30.682803006345726,6197.564432922966,5779.235567077033,5988.4,5910.9,1.7984112420070133,0.020219039595619215,0.02627118644067794,0.0006610477607007503,6250.0,4401.0,-0.0312,0.37582367643717335,1.0111215015697015,1.02437869021638,0.017671345995045495,0
2002-06-25,6060.0,6090.0,6060.0,6080.0,2343983840,386393,48,6055.0,6080.0,58.4064094465762,43.70795494517097,33.28783339411078,6200.341646739885,5778.658353260115,5989.5,5921.04,2.361620526423553,0.02099076406381184,0.03050847457627115,0.004128819157720898,6250.0,4401.0,-0.0272,0.3815042035900932,1.015109775440354,1.0268466350505991,0.015625,0
2002-06-26,6080.0,6102.0,6070.0,6102.0,3066949224,503414,58,6080.0,6102.0,60.01724923559113,45.80642912801977,35.79155254089258,6206.240532300976,5777.1594676990235,5991.7,5931.62,2.6744684880774567,-0.023680000000000034,0.034237288135593236,0.0036184210526315486,6250.0,4401.0,-0.02368,0.38650306748466257,1.0184087988383932,1.0287240248026677,0.024254342838413656,0
2002-06-29,6104.0,6378.0,6104.0,6126.0,5590705710,885263,38,6102.0,6126.0,61.75724561522056,48.843052158707906,38.401852464455644,6215.586490973464,5774.413509026536,5995.0,5942.34,3.8098736358464143,-0.011935483870967767,0.03742591024555453,0.003933136676499416,6250.0,4401.0,-0.01984,0.39195637355146556,1.0218515429524604,1.0309070164278717,0.028403525954946218,0
2002-06-30,6130.0,6132.0,6128.0,6132.0,30155800,4920,4,6126.0,6132.0,62.20013030742354,51.14418926641247,40.95031982484701,6225.4653807038785,5771.634619296122,5998.55,5954.98,0.02118966624768265,0.013386217154189417,0.03756345177664966,0.0009794319294809117,6250.0,4401.0,-0.01888,0.3933197000681663,1.0222470430354003,1.0297263802733176,0.027397260273972712,0
2002-07-01,6200.0,6213.0,6146.0,6162.0,954000149,154789,30,6132.0,6162.0,64.41891605478209,54.757397094199405,43.71173527871749,6244.583450128417,5768.916549871583,6006.75,5967.98,0.6457588090493592,0.017671345995045495,0.03824768323504624,0.004892367906066619,6250.0,4401.0,-0.01408,0.4001363326516701,1.0258459233362467,1.032510162567569,0.02207075624797139,0
2002-07-02,6175.0,6175.0,6175.0,6175.0,1235000000,200000,23,6162.0,6175.0,65.36758486941568,58.001279043671275,46.56964403170825,6263.370534292285,5778.429465707714,6020.9,5977.48,0.8010330121724977,0.015625,0.03694374475230888,0.0021097046413502962,6250.0,4401.0,-0.012,0.40309020677118834,1.0255941802720525,1.0330440252414061,0.020242914979757165,0
2002-07-03,6181.0,6300.0,6181.0,6250.0,3130168000,502050,76,6175.0,6250.0,70.28924609608796,65.86470474147791,50.42865617366218,6292.999114520271,5784.800885479728,6038.9,5988.48,1.8303403383058097,0.024254342838413656,0.0,0.012145748987854255,6250.0,4401.0,0.0,0.42013178822994773,1.0349566974117803,1.0436705140536497,0.008960000000000079,0
