date,open,high,low,adjClose,value,volume,count,yesterday,close,rsi,macd,macd_signal,bb_upper,bb_lower,sma_20,sma_50,volume_ratio,momentum_5,momentum_10,prev_day_change,high_52w,low_52w,dist_from_high,dist_from_low,price_to_sma20,price_to_sma50,future_return,signal
2002-11-19,48500.0,48511.0,48500.0,48500.0,108264922,2232,7,49499.0,48500.0,61.132379146102544,576.5450650412167,228.49633915273932,49936.658657776956,43253.64134222305,46595.15,47167.92,0.24532325075289615,0.02428722280887019,0.034335679249306805,-0.020182225903553563,51250.0,20070.0,-0.05365853658536585,1.4165421026407574,1.0408808642101162,1.0282412283602924,-0.030969072164948486,0
2002-11-23,48250.0,48250.0,48000.0,48000.0,399849050,8298,21,48500.0,48000.0,56.762579448164246,561.9047868296475,295.178028688121,49800.70520094577,43888.79479905423,46844.75,47117.94,0.9578557329362468,0.0037011479831881022,0.03399250355434913,-0.010309278350515427,51250.0,20070.0,-0.06341463414634146,1.391629297458894,1.0246612480587471,1.0187202581437134,4.166666666671759e-05,0
2002-11-24,47798.0,48000.0,47500.0,47500.0,302805458,6354,10,48000.0,47500.0,52.70534958016798,504.14497014731023,336.97141697995886,49453.290455174225,44685.00954482578,47069.15,47067.8,0.7082111927239493,-0.016583507587834667,0.033529885332578946,-0.01041666666666663,51250.0,20070.0,-0.07317073170731707,1.3667164922770303,1.0091535538670233,1.0091824984384228,0.01056842105263156,0
2002-11-25,47480.0,47501.0,47450.0,47500.0,775368526,16329,22,47500.0,47500.0,52.70534958016798,453.14631069364987,360.2063957226971,49195.84770902919,45283.75229097081,47239.8,47027.64,2.347587932112743,-0.016522423288748977,0.02330992287474687,0.0,51250.0,20070.0,-0.07317073170731707,1.3667164922770303,1.0055080673499888,1.0100443058592776,0.01473684210526316,0
2002-11-26,47000.0,47000.0,47000.0,47000.0,167931000,3573,6,47500.0,47000.0,48.67071175905071,368.1399956152236,361.7931157012024,49051.881327045296,45608.8186729547,47330.35,46983.64,0.5437900936755675,-0.050485868401381806,0.002516957467684877,-0.010526315789473717,51250.0,20070.0,-0.08292682926829269,1.3418036870951668,0.9930203347323652,1.000348206311814,0.04234042553191486,0
2002-11-30,47000.0,48000.0,46994.0,46998.0,537436926,11414,15,47000.0,46998.0,48.654667523071076,297.1847345638598,348.8714394737339,48999.4581861201,45761.0418138799,47380.25,46943.54,1.6099184744280515,-0.030969072164948486,-0.007434002111932458,-4.255319148938064e-05,51250.0,20070.0,-0.08296585365853658,1.3417040358744394,0.991932292463632,1.0011601170256865,0.04238478233116294,0
2002-12-01,48001.0,48004.0,48000.0,48002.0,279041847,5813,15,46998.0,48002.0,56.42101556752072,318.29745328927675,342.75664223684254,49060.313804179605,45785.38619582039,47422.85,46923.58,0.825716091733606,4.166666666671759e-05,0.0037429688643539905,0.021362611174943646,51250.0,20070.0,-0.06337560975609756,1.3917289486796214,1.0122124671967205,1.0229824749092034,0.02016582642389908,0
2002-12-02,48000.0,48002.0,48000.0,48002.0,643274602,13401,15,48002.0,48002.0,56.42101556752072,331.21143572896835,340.4476009352677,49116.57755109904,45814.32244890095,47465.45,46905.82,1.7392940810009279,0.01056842105263156,-0.006190348025920778,0.0,51250.0,20070.0,-0.06337560975609756,1.3917289486796214,1.0113040116547931,1.023369807840477,0.03118620057497612,0
2002-12-03,48008.0,48300.0,48008.0,48200.0,792655992,16461,25,48002.0,48200.0,57.87822958355121,353.3496107375104,343.0280028957162,49191.70513952646,45859.19486047354,47525.45,46899.82,1.9761697529937874,0.01473684210526316,-0.002029069526688465,0.004124828132161085,51250.0,20070.0,-0.05951219512195122,1.4015944195316392,1.014193447931582,1.0277224944573349,0.026970954356846377,0
2002-12-04,48290.0,48990.0,48290.0,48990.0,393772590,8098,15,48200.0,48990.0,63.169931216179556,429.6875015762562,360.3599026318242,49387.824765596786,45865.57523440321,47626.7,46919.32,0.9288880986929265,0.04234042553191486,-0.010283036020929726,0.016390041493775875,51250.0,20070.0,-0.044097560975609754,1.4409566517189836,1.0286247000107083,1.0441327794179456,0.00408246580934879,0
