date,open,high,low,adjClose,value,volume,count,yesterday,close,rsi_14,rsi_7,stoch_k,stoch_d,williams_r,roc_10,roc_20,macd_diff,macd_norm,adx,di_plus,di_minus,di_diff,cci,price_to_sma10,price_to_sma20,price_to_sma50,price_to_ema12,price_to_ema26,sma10_to_sma50,bb_pband,bb_wband,atr_pct,daily_range_pct,volatility_20,volatility_10,volatility_5,vol_ratio_5_20,volume_ratio_20,volume_ratio_5,obv_slope,mfi,avg_trade_value,avg_trade_value_ratio,trade_count_ratio,body_ratio,upper_shadow,lower_shadow,gap_pct,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d,ret_20d,ret_zscore,pct_from_52w_high,pct_from_52w_low,up_streak,down_streak,rsi_14_lag1,rsi_14_lag2,rsi_14_lag3,rsi_14_lag5,macd_diff_lag1,macd_diff_lag2,macd_diff_lag3,macd_diff_lag5,volume_ratio_20_lag1,volume_ratio_20_lag2,volume_ratio_20_lag3,volume_ratio_20_lag5,ret_1d_lag1,ret_1d_lag2,ret_1d_lag3,ret_1d_lag5,adx_lag1,adx_lag2,adx_lag3,adx_lag5,usd_irr_close,usd_irr_ret_1d,usd_irr_ret_5d,usd_irr_ret_20d,usd_irr_to_sma20,usd_irr_to_sma50,usd_irr_vol_20,gold_usd_close,gold_usd_ret_1d,gold_usd_ret_5d,gold_usd_ret_20d,gold_usd_to_sma20,gold_usd_to_sma50,gold_usd_vol_20,silver_usd_close,silver_usd_ret_1d,silver_usd_ret_5d,silver_usd_ret_20d,silver_usd_to_sma20,silver_usd_to_sma50,silver_usd_vol_20,copper_usd_close,copper_usd_ret_1d,copper_usd_ret_5d,copper_usd_ret_20d,copper_usd_to_sma20,copper_usd_to_sma50,copper_usd_vol_20,oil_usd_close,oil_usd_ret_1d,oil_usd_ret_5d,oil_usd_ret_20d,oil_usd_to_sma20,oil_usd_to_sma50,oil_usd_vol_20,tse_index_close,tse_index_ret_1d,tse_index_ret_5d,tse_index_ret_20d,tse_index_to_sma20,tse_index_to_sma50,tse_index_vol_20,btc_usd_close,btc_usd_ret_1d,btc_usd_ret_5d,btc_usd_ret_20d,btc_usd_to_sma20,btc_usd_to_sma50,btc_usd_vol_20,stock_vs_tse_index_ret_5d,stock_vs_tse_index_ret_20d,stock_vs_usd_ret_5d,stock_vs_usd_ret_20d,future_return,signal,signal_class
2012-02-21,999.0,1000.0,999.0,999.0,9992960,10000,2,1000.0,1000.0,40.868768770093105,37.10708517498864,1.408450704225352,0.4694835680751126,-98.59154929577464,-6.5420560747663545,-5.9266227657572905,-1.144410855018581,-0.031274153843571864,23.785646493493438,24.325390759400044,47.69493384699354,-23.3695430875935,-103.8564779947088,0.9765625,0.95428953144384,0.9041754823776198,0.9747136312082153,0.9458800443798387,0.9258756939546827,0.20007055533822254,15.240407158992534,0.031073441158221252,0.001,0.03197931108922417,0.025921963670865907,0.021601440532689916,0.6754817348135054,0.2684819627105402,0.4366430879399179,0.014888994984083803,76.41510042201608,4996480.0,1.270681431594608,0.09216589861751152,1.0,0.0,0.0,-0.001,0.0,0.0,0.0,-0.038461538461538436,-0.06542056074766356,-0.059266227657572945,0.08009049259659226,-0.32065217391304346,0.0,0,0,40.868768770093105,40.868768770093105,40.868768770093105,44.85131004127566,-1.2910422755194375,-0.9829186475503917,0.020280950590496616,0.6428429346785798,0.5053483329944983,0.7614512753674321,1.1047405783627249,1.2434548310781546,0.0,0.0,-0.04580152671755722,0.040000000000000036,23.11927015006881,22.418568737867414,21.66396721703514,20.72259477033441,12117.0,0.002813870727468304,0.07467849223946788,0.08916853932584279,1.0644119907763259,1.0970654382286156,0.023275324033317404,1757.0999755859375,0.01890401599648439,0.006126861556512431,0.1221739179922654,1.0461606015458544,1.047552709949892,0.010959889411594629,34.41299819946289,0.036536066525561184,0.00725881098463077,0.23454702060853427,1.0858438621104978,1.0979162229902415,0.02903030956760692,3.8334999084472656,0.034682857594413585,-0.01007102257160597,0.11714992141184366,1.0359270683264366,1.0858665792667803,0.020036679877598804,105.83999633789062,0.025184022936071138,0.07550038003546988,0.07092982269512871,1.0544247854772908,1.0663721659875176,0.016888108274777894,25035,0.0044938410303736465,-0.015803750442269116,0.02598254169911063,0.9891972625689494,1.0060301531769817,0.007787637881068666,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,-0.02265778801926932,-0.08524876935668357,-0.11314003070100631,-0.14843476698341573,-0.0010010010010009784,0,2.0
2012-02-25,998.0,1000.0,998.0,999.0,49952880,50000,9,999.0,1000.0,40.868768770093105,37.10708517498864,2.7777777777777777,1.3954094940010384,-97.22222222222223,-4.761904761904762,-5.213270142180095,-0.7178260977370883,-0.03102702561072465,24.421245321712686,24.203430471133256,47.70649076442501,-23.503060293291757,-92.60473588342441,0.9813542688910697,0.9568004592642204,0.9044371687498869,0.978520281162016,0.9496872318495224,0.9216214749561348,0.22613539619699427,15.774050438023627,0.028996766789776876,0.002,0.03196209174048964,0.025612214728201237,0.020483065442746154,0.6408549731054731,1.2741629068242892,1.618018251245874,0.0380132602506984,74.63162489879076,5550320.0,1.4075478619207795,0.40816326530612246,1.0,0.0,0.0,-0.002,0.0,0.0,0.0,-0.04580152671755722,-0.04761904761904767,-0.05213270142180093,0.06836052179684994,-0.32065217391304346,0.0,0,0,40.868768770093105,40.868768770093105,40.868768770093105,45.902550578049414,-1.144410855018581,-1.2910422755194375,-0.9829186475503917,2.0449644487607657,0.2684819627105402,0.5053483329944983,0.7614512753674321,0.23920040089987193,0.0,0.0,0.0,0.007692307692307665,23.785646493493438,23.11927015006881,22.418568737867414,20.851319425369613,12225.0,0.00891309730131229,-0.004478827361563464,0.11664230909755213,1.0679094307977217,1.1037457836459634,0.022784814691227975,1775.0999755859375,0.01024415243873511,0.03005856513091687,0.13366963867095083,1.0503332566063879,1.0584404938516643,0.010912032308867654,35.332000732421875,0.026705099266047805,0.05229927649590471,0.2675157213424888,1.1018782172427148,1.1267609485583867,0.029112949206824442,3.862499952316284,0.0075649001073707645,0.0007773082094075789,0.12560104897228141,1.0377206299854014,1.0916043204944985,0.01999388765153358,109.7699966430664,0.03713152344251203,0.11249618607588685,0.11069507851181815,1.0876500861075573,1.103570968699107,0.018444667679553595,24936,-0.003954463750748927,-0.015204770743651563,0.025160335471139605,0.9840956628122657,1.002403904133268,0.007813763861530104,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,-0.030596755973905654,-0.07729303689294054,-0.04132269935599375,-0.16877501051935306,-0.0030030030030030463,0,2.0
2012-02-28,999.0,1000.0,999.0,1000.0,21603785000,21603800,9,999.0,1000.0,40.868768770093105,37.10708517498864,2.7777777777777777,2.3213354199269642,-97.22222222222223,-4.8525214081826835,-9.66576332429991,-0.1364982195551434,-0.03047982228743149,25.01144423363056,24.138264728266655,47.57804496770499,-23.439780239438335,-83.21276201075862,0.9862905611993293,0.9617234083477593,0.9050920478612676,0.9817645930734475,0.9532398344259128,0.9176728273265392,0.249740765493899,15.294776925127845,0.026996997733364246,0.001,0.029596992016234405,0.02559116777730927,0.0,0.0,19.340333989103012,4.974668195033483,12.933771173770554,99.27662097571171,2400420555.5555553,19.409065523702736,0.40816326530612246,1.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.04852521408182686,-0.09665763324299914,0.15709029629942503,-0.32065217391304346,0.0,0,0,40.868768770093105,40.868768770093105,40.868768770093105,40.868768770093105,-0.7178260977370883,-1.144410855018581,-1.2910422755194375,0.020280950590496616,1.2741629068242892,0.2684819627105402,0.5053483329944983,1.1047405783627249,0.0,0.0,0.0,-0.04580152671755722,24.421245321712686,23.785646493493438,23.11927015006881,21.66396721703514,12220.0,-0.0004089979550102596,0.006921555702043447,0.10979929161747348,1.0618653898792585,1.1000743585450212,0.02282665807904156,1787.0,0.006703861516382803,0.037144515380150844,0.11708448743210664,1.0515475974836563,1.0654192417202466,0.010303810879520583,37.13999938964844,0.05117170326466902,0.10220798704524436,0.2575762096612215,1.144685234451813,1.1820616727321436,0.028456349395305766,3.911999940872192,0.012815531175922379,0.019546533690776746,0.10978718724386893,1.0455839189447815,1.1029349493349994,0.019444218803718237,106.5500030517578,-0.029334004644082312,0.055891380289050385,0.03486794871025345,1.053870572926341,1.0693904768580715,0.017912898709758266,25244,0.012351620147577735,-0.0014240506329114,0.030073040355816705,0.9948041149360515,1.0148855781237562,0.00808687455563969,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,0.0014240506329114,-0.12673067359881585,-0.006921555702043447,-0.20645692486047262,-0.05300000000000005,0,1.0
2012-03-11,949.0,1000.0,949.0,996.0,19916967,20000,4,998.0,1000.0,41.05415410361464,38.249766047821424,50.0,17.924528301886788,-50.0,-4.580152671755725,-5.303030303030303,2.2805773810519234,-0.02665778680738231,28.00370882526409,20.260098685336896,55.392480108325955,-35.132381422989056,-104.90246469393266,1.0002000400080016,0.9802480027446945,0.9156838326862502,0.9908238356582222,0.9653265020980757,0.9155006959197128,0.30327780553756484,10.040553537581259,0.02384686724965161,0.051,0.0232976124638369,0.01451456979063821,0.0014156310355705188,0.060762923143643774,0.006671456438816915,0.0016874418887199572,33.12468974584874,99.63419698862734,4979241.75,0.003865185198345796,0.18223234624145787,1.0,0.0,0.0,-0.04909819639278557,0.002004008016031955,0.0,0.0,0.0,-0.04580152671755722,-0.05303030303030298,0.19164394335466636,-0.32065217391304346,0.002004008016032064,1,0,40.533695338640655,40.86876877009311,40.868768770093105,40.868768770093105,1.6610518433286927,1.1665537053730262,0.5116565880148478,-0.7178260977370883,0.0010008575848215542,5.381024080136954,9.809593732481748,1.2741629068242892,-0.0020000000000000018,0.0,0.0,0.0,26.585601333480216,26.06838208099369,25.55948608041144,24.421245321712686,12245.0,0.0,0.0016359918200408163,0.09771402958314668,1.043308596113047,1.0904159164213343,0.022873293099232847,1710.9000244140625,0.01639634930513556,-0.03616694949853938,0.043740895179339656,0.997280781386038,1.0211268115112473,0.015545418864465324,34.17499923706055,0.01884148654808282,-0.03274656038087376,0.14458434805094678,1.0228345545053041,1.082849105460496,0.03350080437751086,3.8524999618530273,0.024464834130915047,-0.0025889943266562687,0.08781585832571248,1.0096377441263784,1.0752823209713411,0.020100317253799068,107.4000015258789,0.011680461765207317,-0.021590554702246134,0.0647367760631703,1.0520335574683464,1.0708282258446111,0.017070175794323367,25491,0.003582677165354431,0.02225697786333014,0.0020047169811321375,1.0024795549778884,1.0245084642219828,0.0070037967163201955,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,-0.02225697786333014,-0.05503502001143512,-0.0016359918200408163,-0.15074433261344966,0.003012048192771122,0,2.0
2012-04-14,999.0,1000.0,997.0,999.0,237001584,237299,14,990.0,1000.0,45.77154159266887,52.12364723688282,100.0,77.20583745496732,-0.0,0.0,-4.761904761904762,3.8035633236902946,-0.023761515709527656,27.503712510686483,30.418188838882447,41.241966560151354,-10.823777721268907,-17.364626476453896,1.0107135637760258,0.9958175662218681,0.9420276202498258,1.0053311094267001,0.9818758711280742,0.9320421274751776,0.4592324456497679,10.259221689387607,0.023734169322538405,0.003,0.02390567365328102,0.02318631228251809,0.034748503637438886,1.4535672217992361,0.07929026063065761,3.7750517819019467,0.0031829254875765933,99.67494588516946,16928684.57142857,0.013116128804355408,2.8,0.3333333333333333,0.0,0.6666666666666666,0.00909090909090909,0.010101010101010166,0.0010010010010010895,0.04166666666666674,0.0,0.0,-0.04761904761904767,0.5129612490864655,-0.32065217391304346,0.0559662090813094,1,0,43.59853413117108,45.10915858731563,36.21652936876717,41.05415410361464,2.313607430697978,1.1759083779713606,-1.2307602227194536,2.2805773810519234,0.015090141969061655,0.005033541338277032,0.0006683307992178725,0.006671456438816915,-0.009009009009009028,0.04062499999999991,0.01372756071805692,0.002004008016031955,28.457512091597753,29.092389419812974,30.01211948401462,28.00370882526409,12245.0,8.756972111553784,0.0,0.11571753986332567,1.0695257227705477,1.097460201943432,1.9777758477566465,1659.0999755859375,-0.0002410511684618477,-0.030276490787861876,-0.041979484462644656,0.9675434444283709,0.991966669135998,0.017445676972338287,31.3799991607666,-0.009156959735671766,-0.08178493456301095,-0.07013963823735603,0.9327709116318779,0.9933378363091809,0.029137800999409234,3.622999906539917,-0.006308283731456199,-0.05957172163156166,-0.06707871404382704,0.9472947831106865,0.9980056231593415,0.022219469260774494,102.83000183105467,0.01791729606152681,-0.042551206982274103,0.03284455958866839,0.9943287748088666,1.017611034242822,0.02174748051354892,26897,0.008738373837383628,0.055156721980306855,0.045640088636628606,1.0508077276190104,1.0723677810435261,0.010093352759828809,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,-0.055156721980306855,-0.09325913625567628,0.0,-0.16333658748237334,0.0010010010010010895,0,2.0
2012-05-14,1009.0,1009.0,1000.0,1002.0,66045000,65910,4,1009.0,1000.0,46.70645493870309,47.89463716546676,57.142857142857146,65.23235800344234,-42.857142857142854,0.0,0.0,4.429319079074322,-0.008590380897603155,17.933467079974434,36.41986683714085,44.833464657158636,-8.413597820017785,37.92105806984823,0.9941346058256288,1.0023555355084448,0.9645619923992514,0.997230253601731,0.9887599547146046,0.970252908154407,0.534545229249814,6.818699888806086,0.017041658500676325,0.009,0.019909916205836525,0.017298632088216977,0.015370298655866378,0.7719921318082005,0.022053159155200387,2.7833614864864864,-0.0007083393252064196,69.20469278014815,16511250.0,0.012761812521352564,1.2903225806451613,1.0,0.0,0.0,0.0,-0.008919722497522264,0.0,0.0,0.0,0.0,0.0,-0.4575339209517033,-0.32065217391304346,0.0559662090813094,0,1,48.8629860866689,46.57232729226913,46.57232729226912,46.259737037703445,5.132212186539164,5.113527057795862,5.796549270911722,5.668395648863694,0.005020261860540171,0.0025069938517900377,0.005019630184100459,0.010031790912598539,0.008999999999999897,0.0,-0.019607843137254943,0.0,18.516443567654907,19.482374176708753,20.13381054295533,22.2794448922954,12114.0,-0.010294117647058787,0.001985111662531125,-0.009079754601227008,1.0390612938088621,1.0590030999050621,1.9789523094943346,1560.5999755859375,-0.014523869887968388,-0.06213943774883568,-0.12083826429505551,0.9398062521247654,0.9414952738633785,0.017934615209617817,28.319000244140625,-0.018677647834226208,-0.09659616123195724,-0.19848863191735067,0.8859128100094528,0.9038034559291016,0.027688252726183096,3.556999921798706,-0.025078811766487963,-0.06884817173827307,-0.07909386001011454,0.9486598063646252,0.9694501745844649,0.021761607282018165,94.77999877929688,-0.01404346731189654,-0.09673116836327933,-0.1365582428913773,0.9176550217293887,0.9353670914393417,0.022477147265964226,26715,0.0021381949133467693,-0.008866958521926205,0.07134263715110678,1.0105786380736401,1.043782199401276,0.009533674595115947,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,0.008866958521926205,-0.07134263715110678,-0.001985111662531125,0.009079754601227008,-0.001996007984031989,0,2.0
2012-05-19,999.0,1000.0,999.0,1000.0,16614334,16616,2,1020.0,1000.0,46.96581748727551,47.21809493203877,25.0,52.38095238095237,-75.0,0.0,0.0,4.164888640238436,-0.006525684559582259,16.73880150000297,34.69890137918259,46.16952369598973,-11.470622316807145,10.65949392309145,0.9951238929246692,1.001351824963701,0.9710434833271835,0.9954288602474746,0.9890044311222468,0.9758015963954866,0.5190788376271257,7.085468151262209,0.017520613707215808,0.001,0.02092090557435759,0.013862105510363465,0.015370298655866378,0.734686106260405,0.019915363301664237,0.7907410580016371,-0.0009785914961270015,65.41347677413864,8307167.0,0.08374311431219582,0.7272727272727273,1.0,0.0,0.0,-0.020588235294117647,-0.019607843137254943,0.0,-0.008919722497522264,0.0,0.0,0.0,-0.9472434374272872,-0.32065217391304346,0.0559662090813094,0,1,51.79761157722796,46.70645493870309,48.8629860866689,46.57232729226912,5.151618467188692,4.429319079074322,5.132212186539164,5.796549270911722,2.6198585962760964e-05,0.022053159155200387,0.005020261860540171,0.005019630184100459,0.020000000000000018,-0.008919722497522264,0.008999999999999897,-0.019607843137254943,16.93530139671642,17.933467079974434,18.516443567654907,20.13381054295533,12101.0,-0.011356209150326757,-0.011759902000816669,-0.009738134206219273,1.0383871147666182,1.053444391438033,1.978961161920478,1591.5999755859375,0.036063029667330104,-0.03228550931013463,-0.06918536004387932,0.9692466814359282,0.9609323691153334,0.0182102532098725,28.694000244140625,0.05609128316405054,-0.05549700339700181,-0.17028597599353879,0.9204775377689655,0.9177434080542183,0.025803700026849157,3.469500064849853,-0.004447584135593208,-0.06834047095224283,-0.10360418907070301,0.9356544025036412,0.9440251413256197,0.021649681587556185,91.4800033569336,-0.014330290234309095,-0.07117468432207796,-0.14560564474013205,0.8984615131462803,0.9032938784610715,0.021999865474021302,26652,-3.751922860462109e-05,-0.010396554284865633,0.05119507769977116,1.0030597613160361,1.0379361536076965,0.009391577190803437,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,0.010396554284865633,-0.05119507769977116,0.011759902000816669,0.009738134206219273,0.0,0,2.0
2012-06-13,999.0,1000.0,999.0,999.0,29985000,30000,2,1000.0,1000.0,47.01626307016582,47.38888427893375,4.761904761904762,4.761904761904762,-95.23809523809524,0.0,0.0,1.499129023178143,-0.0048044400211674654,15.381954737422264,34.60045505626049,46.14581490411294,-11.545359847852446,-46.080508474576554,0.9981036031540074,0.9961151509114454,0.9828009828009828,0.9988423933141283,0.9940719628739875,0.9846683046683047,0.3865742179265043,3.425014152459074,0.009844117043479171,0.001,0.01353296856169656,0.009347929409402878,3.054602643487063e-10,2.2571563877956153e-08,1.1172976294668628,0.6906268128953839,0.0035412073493039653,32.94065712270147,14992500.0,1.4611824801187976,0.7843137254901962,1.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064264489672243895,-0.32065217391304346,0.0559662090813094,0,0,47.01626307016582,47.01626307016582,47.01626307016582,47.01626307016582,1.6075580852087157,1.7432410677785173,1.916904076248703,2.4407302239274316,1.0397294671970916,2.4380008393117643,0.7417132091705421,1.577001017165656,0.0,0.0,0.0,0.0,15.465311276562462,15.615193350892019,15.77660481555462,16.13763164184138,12081.0,-0.015002038320424016,-0.00330005775101061,-0.013393221723152271,0.993580912982511,1.0354776002221635,0.00904608841077172,1618.0999755859375,0.017608955681973626,0.031425245552891834,-0.024712193721490583,1.0082499309605537,0.9767690450773601,0.01811146105293127,28.934999465942383,0.016654334565471274,0.019915354599765678,-0.07791586233950965,0.9841384613653509,0.9251632700525442,0.022403004473663696,3.3399999141693115,0.01720723581336836,-0.03132251783299078,-0.07811206173639673,0.9405403672871406,0.9094300071269733,0.018845825119474722,82.62000274658203,-0.017598047020113583,-0.09068894792447046,-0.19653796289605063,0.8696796611985222,0.830183247599871,0.02229392496762296,26439,0.0028067513749288064,-0.017502787068004455,-0.01702792132951625,0.9851587156681186,1.0150372475939944,0.005448680423905346,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,0.017502787068004455,0.01702792132951625,0.00330005775101061,0.013393221723152271,0.0010010010010010895,0,2.0
2012-06-19,980.0,1000.0,980.0,995.0,53799500,54050,6,999.0,1000.0,47.01626307016582,47.388884278933745,50.0,19.84126984126983,-50.0,-1.9607843137254901,-2.912621359223301,1.4100494028611834,-0.00454100729076913,16.25977352809007,29.901381943054695,52.78068104325422,-22.879299100199525,-136.3636363636398,1.000100010001,0.9976057462090981,0.9848723605420737,0.9990203121745428,0.9945086654140405,0.9847738733060195,0.4030996833776446,2.470842071892103,0.01056953725465923,0.02,0.011561965002486404,0.006218491149999482,3.054602643487063e-10,2.6419407452194932e-08,1.8921426195935656,1.1295999063717375,0.0038986842063022387,27.553603289436793,8966583.333333334,0.857670899916096,2.2641509433962264,1.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,-0.019607843137254943,-0.029126213592232997,0.12221374721851637,-0.32065217391304346,0.0559662090813094,0,0,47.01626307016582,47.01626307016582,47.01626307016582,47.01626307016582,1.499129023178143,1.6075580852087157,1.7432410677785173,2.1429770055800192,1.1172976294668628,1.0397294671970916,2.4380008393117643,0.9829292828455802,0.0,0.0,0.0,0.0,15.381954737422264,15.465311276562462,15.615193350892019,15.950432546729727,12149.0,0.005628673123085903,-8.230452674895528e-05,-0.0033634126333059733,0.9993419429135477,1.03927855299987,0.009101892657099014,1622.199951171875,0.0025338209305965087,0.034038692428419504,-0.016073270325000055,1.0116398830186175,0.9789780700623776,0.01808607760131347,28.36199951171875,-0.01980300552270875,-0.0002820348000689421,-0.09571485709875882,0.9695995705395213,0.9075218348602814,0.022667258425113607,3.432499885559082,0.0276946029241969,-0.004495379602764804,-0.05284221387698729,0.9692015292853039,0.9350873391356562,0.02011894119890837,84.02999877929688,0.017066037107741128,-0.07517061176727036,-0.18361995015877342,0.8934086656498791,0.8475755775334219,0.023013856463100925,26292,-0.005559968228752932,-0.02074565160713615,-0.03501431402774724,0.9814256278555858,1.0080121090272522,0.004461239441413022,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,0.02074565160713615,0.005888100435514243,8.230452674895528e-05,-0.025762800958927023,0.005025125628140614,0,2.0
2012-06-27,950.0,1000.0,950.0,991.0,113183790,114188,13,1000.0,1000.0,47.01626307016582,47.388884278933745,71.42857142857143,57.14285714285713,-28.571428571428573,0.10010010010010009,0.0,1.2684876414199477,-0.0040318087541477325,19.49846709338135,21.45363836615202,66.12109116818561,-44.667452802033594,-257.74916547449396,1.0,0.9976057462090981,0.9891783884305695,0.9992983714735341,0.9952883745955764,0.9891783884305695,0.4030996833776446,2.470842071892103,0.012684958143048009,0.05,0.00954617866487301,0.000316544310326151,3.054602643487063e-10,3.1998171736792e-08,3.331427237717353,2.2660485644204895,0.004098024490784891,18.658885959934935,8706445.384615384,0.8279673253878024,3.9393939393939394,1.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0010010010010010895,0.0,-0.004533710604820242,-0.32065217391304346,0.0559662090813094,0,0,47.01626307016582,47.01626307016582,47.01626307016582,47.01626307016582,1.3345535508305888,1.4100494028611834,1.499129023178143,1.7432410677785173,0.5212515311026368,1.8921426195935656,1.1172976294668628,2.4380008393117643,0.0,0.0,0.0,0.0,17.074890976567314,16.25977352809007,15.381954737422264,15.615193350892019,12240.0,0.01906585629839319,0.016695738848741648,-0.0008163265306122547,1.0078636419778502,1.0431918944671625,0.0103665990825419,1577.5,-0.02309886530855254,-0.023340733229048616,-0.037405447279525994,0.9867423184789312,0.9523136820552274,0.018733610079485163,26.94099998474121,-0.0508050405130992,-0.051039078409968686,-0.14413242784668356,0.933496880279882,0.8634277233924402,0.024665376295603496,3.3464999198913574,-0.011811594049849328,0.01763717441835766,-0.07759098662115593,0.952164157779378,0.9122008233173419,0.020252026584962893,80.20999908447266,-0.01943770058638139,-0.04840433962200963,-0.21875912618128557,0.8736283049825448,0.8160445606963653,0.022738953172610512,25055,-0.04245968050141402,-0.061364402652380745,-0.08088774761555395,0.9409144764884043,0.9596307786587001,0.01002198815988149,408.9039916992188,0.0,0.0,0.0,1.0,1.0,0.0,0.061364402652380745,0.08088774761555395,-0.016695738848741648,0.0008163265306122547,-0.008072653884964698,0,2.0
