date,open,high,low,adjClose,value,volume,count,yesterday,close,rsi_14,rsi_7,stoch_k,stoch_d,williams_r,roc_10,roc_20,macd_diff,macd_norm,adx,di_plus,di_minus,di_diff,cci,price_to_sma10,price_to_sma20,price_to_sma50,price_to_ema12,price_to_ema26,sma10_to_sma50,bb_pband,bb_wband,atr_pct,daily_range_pct,volatility_20,volatility_10,volatility_5,vol_ratio_5_20,volume_ratio_20,volume_ratio_5,obv_slope,mfi,avg_trade_value,avg_trade_value_ratio,trade_count_ratio,body_ratio,upper_shadow,lower_shadow,gap_pct,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d,ret_20d,ret_zscore,pct_from_52w_high,pct_from_52w_low,up_streak,down_streak,rsi_14_lag1,rsi_14_lag2,rsi_14_lag3,rsi_14_lag5,macd_diff_lag1,macd_diff_lag2,macd_diff_lag3,macd_diff_lag5,volume_ratio_20_lag1,volume_ratio_20_lag2,volume_ratio_20_lag3,volume_ratio_20_lag5,ret_1d_lag1,ret_1d_lag2,ret_1d_lag3,ret_1d_lag5,adx_lag1,adx_lag2,adx_lag3,adx_lag5,future_return,signal
2012-06-12,1596.0,1596.0,1525.0,1550.0,4881615369,3148642,330,1592.0,1529.0,30.85472768788479,21.31943058066244,5.370843989769821,12.055372873787192,-94.62915601023018,-13.810597519729425,-17.79569892473118,-26.389273883500863,-0.05139312526958144,23.954489378689654,20.176361227328997,41.16565398828127,-20.989292760952274,-159.75995680316046,0.9182631673773347,0.8776008035586167,0.8163635781178255,0.9179572095885485,0.8766020275979676,0.8890300810490458,-0.006017862049709899,24.188710640684675,0.05043900036613656,0.04643557880967953,0.029569311725935864,0.025560127512445793,0.02700348612205325,0.9132267390034623,0.6488425154043691,0.44654944250139234,-0.02249944257303549,48.43691246971903,14792773.845454546,0.753114575729972,0.8453951581913667,0.9436619718309859,0.0,0.056338028169014086,0.010126582278481013,-0.03227848101265818,-0.019871794871794912,-0.029822335025380675,-0.12378223495702001,-0.13810597519729428,-0.17795698924731185,-0.7761384259590007,-0.328207381370826,0.23306451612903226,0,1,33.65687478520108,31.3878168421474,32.20607967861517,42.72995763552647,-25.359037568714847,-26.12395381626402,-22.552103338720492,-12.465603480412334,2.492526079799308,1.164917122699538,1.0449148267373032,0.03746246399591677,0.012820512820512775,-0.010152284263959421,-0.049457177322074775,-0.009085746734809774,23.16507859978086,22.579604602711534,21.435594456966122,20.693893323320157,-0.023870967741935534,0
2012-06-13,1539.0,1573.0,1510.0,1534.0,3716168416,2422747,187,1550.0,1539.0,32.04933552030259,24.309556527441828,7.928388746803069,10.571184995737424,-92.07161125319693,-11.44994246260069,-17.168998923573735,-24.537646370408737,-0.05384202249298251,24.7991194163032,18.986253654071987,40.14189842921665,-21.155644775144665,-140.6462934269232,0.9354485776805251,0.8915020564212478,0.8224844481498108,0.9348975946045651,0.8900931727749147,0.8792406849227217,0.0767822851007899,25.63643717149013,0.049455862353926315,0.04093567251461988,0.029729784830362073,0.026277563268818804,0.026201538578723788,0.8813228460357035,0.5093724007047944,0.4494123139516045,0.0034320103413176817,47.67866997775977,19872558.374331553,1.028859696262912,0.48634590377113135,0.0,0.5396825396825397,0.4603174603174603,0.006540222367560497,0.0065402223675605775,-0.025949367088607622,-0.013461538461538414,-0.07177322074788905,-0.11449942462600693,-0.1716899892357373,0.5209607082491959,-0.32381370826010547,0.2411290322580645,1,0,30.85472768788479,33.65687478520108,31.3878168421474,36.76755889511472,-26.389273883500863,-25.359037568714847,-26.12395381626402,-16.120326003596958,0.6488425154043691,2.492526079799308,1.164917122699538,2.555165881842111,-0.03227848101265818,0.012820512820512775,-0.010152284263959421,-0.04985673352435527,23.954489378689654,23.16507859978086,22.579604602711534,20.72438463335468,-0.06192959582790092,0
2012-06-16,1549.0,1565.0,1511.0,1533.0,3419407313,2230973,216,1534.0,1513.0,30.57048841610664,21.79688064641887,1.4970059880239521,4.932079574865612,-98.50299401197604,-12.238979118329468,-13.740022805017105,-23.218297452790807,-0.057731723768856484,25.583418736944346,18.005871463246983,38.06911445387616,-20.063242990629178,-125.21696285595915,0.9315928822116866,0.8826017208691848,0.810286840470427,0.9306863384659217,0.883230264528972,0.8697864227415865,0.07974431524518469,27.9349651627693,0.049261799552214325,0.0356906807666887,0.027690627266054927,0.026287318683826714,0.01815277744400821,0.6555567437889401,0.503168687336655,0.4507901713863952,0.007942674733971922,44.53333732327874,15830589.412037037,0.8522271947907027,0.5833896016205267,0.6666666666666666,0.2962962962962963,0.037037037037037035,0.00649772579597141,-0.016894087069525665,-0.01046435578809679,-0.042405063291139244,-0.039974619289340096,-0.12238979118329463,-0.13740022805017105,-0.35753121500815527,-0.3352372583479789,0.22016129032258064,0,1,32.04933552030259,30.85472768788479,33.65687478520108,32.20607967861517,-24.537646370408737,-26.389273883500863,-25.359037568714847,-22.552103338720492,0.5093724007047944,0.6488425154043691,2.492526079799308,1.0449148267373032,0.0065402223675605775,-0.03227848101265818,0.012820512820512775,-0.049457177322074775,24.7991194163032,23.954489378689654,23.16507859978086,21.435594456966122,-0.07632093933463802,0
2012-06-17,1517.0,1550.0,1490.0,1509.0,4331532034,2870569,196,1533.0,1550.0,35.15599316849888,33.25139755381373,17.045454545454547,8.823616426760521,-82.95454545454545,-12.921348314606742,-13.88888888888889,-18.228300880261756,-0.05607430755472016,26.48203418456703,16.958079698588868,37.89051755251936,-20.932437853930494,-107.2412800263246,0.968084441946162,0.9108270897605406,0.8319646173499512,0.9603240032494352,0.911253457016947,0.8593926121541979,0.1918560350373584,28.938717086434067,0.047416144488133805,0.03870967741935484,0.027581419161977396,0.02483833016604008,0.02305831987643632,0.8360091894119634,0.6496981641200189,0.6356029159312737,0.024217060701807958,52.81936711931336,22099653.234693877,1.172255013494177,0.5400192864030858,0.55,0.0,0.45,0.0026437541308658294,0.024454725710508995,0.007147498375568606,0.01373446697187708,-0.0064102564102563875,-0.1292134831460674,-0.13888888888888884,1.1434183709691323,-0.3189806678383128,0.25,1,0,30.57048841610664,32.04933552030259,30.85472768788479,31.3878168421474,-23.218297452790807,-24.537646370408737,-26.389273883500863,-26.12395381626402,0.503168687336655,0.5093724007047944,0.6488425154043691,1.164917122699538,-0.016894087069525665,0.0065402223675605775,-0.03227848101265818,-0.010152284263959421,25.583418736944346,24.7991194163032,23.954489378689654,22.579604602711534,-0.06958250497017893,0
2012-06-19,1550.0,1550.0,1500.0,1530.0,1233840758,806484,121,1509.0,1541.0,34.55810707456122,31.924420835474663,14.488636363636363,11.010365632371618,-85.51136363636364,-12.49290176036343,-17.593582887700535,-14.093263886507188,-0.05600483821394451,27.31646281450238,16.116426783423126,36.00995883820513,-19.893532054782003,-94.55272363818102,0.9758723323412071,0.9143772622085089,0.8298330640818524,0.9614413457185477,0.9123172865844783,0.850350026925148,0.20310009566869852,28.838924008526227,0.04660402852674035,0.03244646333549643,0.025383735076144616,0.024946417883853978,0.02171857715561474,0.8556099837342552,0.1956115515072472,0.3512739978474513,-0.0017852572147710744,51.73769589980235,10197031.05785124,0.5634249007627099,0.35153980244044164,0.18,0.0,0.82,0.0,-0.005806451612903274,0.018506278916060825,0.001299545159194393,-0.02468354430379749,-0.12492901760363428,-0.17593582887700532,0.13830474744363616,-0.3229349736379613,0.24274193548387096,0,1,35.15599316849888,30.57048841610664,32.04933552030259,33.65687478520108,-18.228300880261756,-23.218297452790807,-24.537646370408737,-25.359037568714847,0.6496981641200189,0.503168687336655,0.5093724007047944,2.492526079799308,0.024454725710508995,-0.016894087069525665,0.0065402223675605775,0.012820512820512775,26.48203418456703,25.583418736944346,24.7991194163032,23.16507859978086,-0.11830065359477127,0
2012-06-20,1553.0,1553.0,1493.0,1513.0,2073814582,1370701,174,1530.0,1493.0,31.48288156913827,25.574057726828954,0.8522727272727273,10.795454545454545,-99.14772727272727,-14.441260744985673,-19.774314884470716,-13.167631955164126,-0.059390309273366686,28.1537972380526,15.145038898845689,34.54271182347084,-19.397672924625148,-94.69347412797579,0.9608082888216745,0.8956746055552223,0.8070968299961078,0.9414157625355131,0.8915673634877057,0.840018596202915,0.14179553593268052,29.12453777381493,0.04753700619444022,0.04018754186202277,0.02581716220792788,0.025533295839710417,0.021364139978126372,0.8275169751835048,0.3434448024758476,0.7064395575352777,0.0017812247906097145,51.890267532643875,11918474.609195402,0.6724842199421771,0.5219739013049347,1.0,0.0,0.0,0.007787151200519144,-0.031148604802076596,-0.03677419354838707,-0.013218770654329193,-0.023544800523217835,-0.14441260744985673,-0.19774314884470712,-0.7946138086825624,-0.34402460456942,0.20403225806451614,0,2,34.55810707456122,35.15599316849888,30.57048841610664,30.85472768788479,-14.093263886507188,-18.228300880261756,-23.218297452790807,-26.389273883500863,0.1956115515072472,0.6496981641200189,0.503168687336655,0.6488425154043691,-0.005806451612903274,0.024454725710508995,-0.016894087069525665,-0.03227848101265818,27.31646281450238,26.48203418456703,25.583418736944346,23.954489378689654,-0.1460674157303371,0
2012-06-23,1500.0,1500.0,1438.0,1439.0,9774097662,6791255,493,1513.0,1438.0,28.367868567664217,20.202024729707645,0.0,5.113636363636362,-100.0,-13.268998793727382,-21.84782608695652,-14.718828045766912,-0.06529946790485465,29.396986599297414,14.193064597174379,37.947494048937806,-23.75442945176343,-114.24727164000596,0.9387035707291598,0.8732086470731115,0.7803088677381896,0.9199349453069291,0.8678048145492435,0.8312622771127488,0.08001524213496125,30.189512965047328,0.04890948505999853,0.043115438108484005,0.02647501398911012,0.023844769823539568,0.024326493933695244,0.9188472551403138,1.6047383063931062,2.4133843952323466,-0.01667901756131185,48.48892293005513,19825755.906693712,1.1098875420048444,1.4195220270659372,1.0,0.0,0.0,0.004688546550569324,-0.036838580040187585,-0.06683971447112269,-0.07225806451612904,-0.06562703053931129,-0.13268998793727382,-0.21847826086956523,-0.9415267023690725,-0.36818980667838314,0.1596774193548387,0,3,31.48288156913827,34.55810707456122,35.15599316849888,32.04933552030259,-13.167631955164126,-14.093263886507188,-18.228300880261756,-24.537646370408737,0.3434448024758476,0.1956115515072472,0.6496981641200189,0.5093724007047944,-0.031148604802076596,-0.005806451612903274,0.024454725710508995,0.0065402223675605775,28.1537972380526,27.31646281450238,26.48203418456703,24.7991194163032,-0.05767894371091031,0
2012-06-24,1401.0,1476.0,1395.0,1416.0,4603640126,3251883,230,1439.0,1404.0,26.61475984485169,17.54415068320553,2.0134228187919465,0.9552318486882235,-97.98657718120805,-10.913705583756345,-23.15270935960591,-16.36741756749322,-0.0709694293167953,30.872594964013473,13.039861443787778,39.17754952718776,-26.13768808339998,-121.82393957865625,0.9269162210338681,0.863654538184726,0.7650142214182186,0.9124770836066414,0.856980743564278,0.8253326504146552,0.06630464173429579,31.438072650927857,0.05063664599672429,0.057692307692307696,0.026574638947058724,0.020762998301794917,0.024762884667642242,0.9318239362338728,0.7488967624905569,1.077432334682403,-0.01880747743987743,44.30631505395986,20015826.63478261,1.1001682141507296,0.6539664486778505,0.037037037037037035,0.8888888888888888,0.07407407407407407,-0.02573018080667594,-0.02364394993045893,-0.05961152042866713,-0.08890330953926018,-0.0720423000660938,-0.1091370558375635,-0.23152709359605916,-0.41029215491419924,-0.38312829525483305,0.13225806451612904,0,4,28.367868567664217,31.48288156913827,34.55810707456122,30.57048841610664,-14.718828045766912,-13.167631955164126,-14.093263886507188,-23.218297452790807,1.6047383063931062,0.3434448024758476,0.1956115515072472,0.503168687336655,-0.036838580040187585,-0.031148604802076596,-0.005806451612903274,-0.016894087069525665,29.396986599297414,28.1537972380526,27.31646281450238,25.583418736944346,0.0,0
2012-06-25,1402.0,1420.0,1390.0,1404.0,2597663018,1850061,176,1416.0,1390.0,25.90485981734811,16.501228998341844,0.0,0.6711409395973144,-100.0,-10.897435897435898,-25.46916890080429,-16.67697168635202,-0.07490638546850893,32.279326396803874,12.63053271275859,38.47092000084156,-25.84038728808297,-128.37628065818066,0.9280897375976497,0.8677195829951931,0.7612183875313524,0.9170095419392871,0.8580689005171096,0.8201991215868392,0.07684662593332801,31.260631513708493,0.049034946697441496,0.02158273381294964,0.025395224799971236,0.020764182129931422,0.01334312579758672,0.5254186920055077,0.4271799645810216,0.6574308846155159,-0.028140757700482633,27.58618230037196,14759448.965909092,0.8078709869944836,0.5088175773344897,0.4,0.6,0.0,-0.0014245014245014246,-0.009971509971509973,-0.033379694019471495,-0.06898861352980579,-0.10322580645161294,-0.10897435897435892,-0.25469168900804284,0.1696226682050797,-0.38927943760984185,0.12096774193548387,0,5,26.61475984485169,28.367868567664217,31.48288156913827,35.15599316849888,-16.36741756749322,-14.718828045766912,-13.167631955164126,-18.228300880261756,0.7488967624905569,1.6047383063931062,0.3434448024758476,0.6496981641200189,-0.02364394993045893,-0.036838580040187585,-0.031148604802076596,0.024454725710508995,30.872594964013473,29.396986599297414,28.1537972380526,26.48203418456703,0.05840455840455849,1
2012-06-26,1400.0,1400.0,1334.0,1349.0,2648163225,1962588,143,1404.0,1334.0,23.235145931075095,12.917697410418526,0.0,0.6711409395973144,-100.0,-15.569620253164556,-23.55300859598854,-18.773348706159354,-0.0831406221870874,33.97367394256382,11.756205893835736,41.68132685103467,-29.925120957198935,-141.41936268547792,0.9055732808363316,0.8435830145129162,0.7349457330174647,0.8966090514152188,0.8344083835303019,0.8115806291664371,0.036705167776406686,33.76186708933427,0.05097780503441679,0.049475262368815595,0.023389763298428335,0.02070772086719918,0.012065554142818766,0.5158476376556366,0.48896984565365414,0.6444650926727161,-0.030502163850429476,26.856196753791252,18518623.95104895,1.0041522260829807,0.4677023712183156,1.0,0.0,0.0,0.007194244604316547,-0.0402877697841727,-0.049857549857549865,-0.07232267037552154,-0.13432835820895528,-0.15569620253164562,-0.23553008595988534,-1.163390298694785,-0.413884007029877,0.07580645161290323,0,6,25.90485981734811,26.61475984485169,28.367868567664217,34.55810707456122,-16.67697168635202,-16.36741756749322,-14.718828045766912,-14.093263886507188,0.4271799645810216,0.7488967624905569,1.6047383063931062,0.1956115515072472,-0.009971509971509973,-0.02364394993045893,-0.036838580040187585,-0.005806451612903274,32.279326396803874,30.872594964013473,29.396986599297414,27.31646281450238,0.15048183839881402,1
