date,open,high,low,adjClose,value,volume,count,yesterday,close,rsi_14,rsi_7,stoch_k,stoch_d,williams_r,roc_10,roc_20,macd_diff,macd_norm,adx,di_plus,di_minus,di_diff,cci,price_to_sma10,price_to_sma20,price_to_sma50,price_to_ema12,price_to_ema26,sma10_to_sma50,bb_pband,bb_wband,atr_pct,daily_range_pct,volatility_20,volatility_10,volatility_5,vol_ratio_5_20,volume_ratio_20,volume_ratio_5,obv_slope,mfi,avg_trade_value,avg_trade_value_ratio,trade_count_ratio,body_ratio,upper_shadow,lower_shadow,gap_pct,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d,ret_20d,ret_zscore,pct_from_52w_high,pct_from_52w_low,up_streak,down_streak,rsi_14_lag1,rsi_14_lag2,rsi_14_lag3,rsi_14_lag5,macd_diff_lag1,macd_diff_lag2,macd_diff_lag3,macd_diff_lag5,volume_ratio_20_lag1,volume_ratio_20_lag2,volume_ratio_20_lag3,volume_ratio_20_lag5,ret_1d_lag1,ret_1d_lag2,ret_1d_lag3,ret_1d_lag5,adx_lag1,adx_lag2,adx_lag3,adx_lag5,future_return,signal,signal_class
2026-05-03,14980.0,15100.0,14300.0,14541.0,4675971156495,321574076,21469,14286.0,14485.0,76.13413503451913,93.1969218639737,87.77335984095427,87.1403780320346,-12.226640159045726,42.232914375490964,33.26892998435918,590.9113975873879,0.026156202411412505,32.86732533320876,55.35045353431644,14.7372154037608,40.613238130555644,213.37637830142273,1.2228478805939909,1.2967480584588527,1.1123620010689734,1.1838181611092236,1.221645418843863,0.909648713238682,1.1087859035955894,48.74423942903574,0.040869411012838926,0.055229547808077324,0.034954486932281814,0.0373661985357476,0.03462818871246723,0.9906650548055037,2.347145080334431,0.9883526861536168,-21.787138839378738,89.10653690267392,217801069.2857143,1.275844089086206,2.559001621054639,0.61875,0.15,0.23125,0.04521350823332403,0.010675411666201562,0.08909774436090223,0.1314638337759726,0.3402109548482606,0.4223291437549097,0.33268929984359197,-0.1243482565334297,-0.25080169649322437,0.4485,8,0,75.43905015535618,69.95909110340565,66.62209080083713,44.45099568032682,539.9428461159997,434.2771341213823,341.6436950083113,137.01332702839875,5.579076484731383,3.5072433039556716,2.193765537773514,1.8841306880430198,0.0775939849624061,0.03890017184814876,0.08990294568363688,0.04921852247354619,30.938170447781232,29.11164014041347,27.5685359947976,27.90620185412298,0.012722646310432628,0,3.0
2026-05-04,14391.0,14391.0,13615.0,13921.0,3307258155926,237580052,17742,14541.0,13809.0,67.0987427288541,74.52685800415847,74.33399602385686,84.8528496411265,-25.66600397614314,34.68253194187067,30.27358490566038,550.6733229042075,0.03449220421262811,33.39197289954975,49.74931369698703,21.213478177850842,28.53583551913619,137.86946683637385,1.1318017523297461,1.2187243506579468,1.0659830294945902,1.106680351653723,1.1506009109225752,0.9418460673879749,0.9216602825862068,51.87217285830793,0.04430813465737994,0.056195234991672095,0.03657328693780683,0.04510430736221269,0.05500243807749769,1.5038964961237906,1.6161815143496794,0.6758029705068662,40.12075771297117,84.40817803001002,186408418.21249014,1.072516361390225,1.9463551094289946,0.75,0.0,0.25,-0.006489471867449085,-0.046668967897825375,-0.03649176667596987,0.038270676691729344,0.17563425847096892,0.34682531941870676,0.30273584905660367,-1.6568082909357786,-0.2857660080686873,0.3809,0,1,76.13413503451913,75.43905015535618,69.95909110340565,57.27779082569466,590.9113975873879,539.9428461159997,434.2771341213823,224.75845938797147,2.347145080334431,5.579076484731383,3.5072433039556716,1.490771911317461,0.010675411666201562,0.0775939849624061,0.03890017184814876,0.08678756476683946,32.86732533320876,30.938170447781232,29.11164014041347,27.02649410067511,0.07075641117735798,1,4.0
2026-05-05,13510.0,14290.0,13510.0,13868.0,2635392671295,190032735,13334,13921.0,13755.0,66.42062932453311,73.16096242838566,73.26043737574552,78.45593108018555,-26.73956262425447,35.14442916093535,28.81625772616595,493.81753928040416,0.03946938925252485,33.696897999621875,45.32121948653962,20.52349239057718,24.79772709596244,112.3458839159664,1.0952653958243752,1.1976960351080366,1.0686134517107915,1.08526351108662,1.1338307995870958,0.9756662228029914,0.8657877761907743,54.04664889756442,0.045355265146642135,0.05670665212649945,0.036766087687650065,0.04479379596774578,0.04655128864164001,1.2661474627684373,1.2227010102967475,0.5355646926317477,4.46878709653317,79.34606846939221,197644568.11871907,1.1096302196665238,1.3776287717159401,0.3141025641025641,0.6858974358974359,0.0,-0.02165254544137881,-0.0039104931566369405,-0.05039696237487057,-0.040259559028746894,0.07444149351663798,0.3514442916093534,0.2881625772616594,-0.4698079720843264,-0.28855901520637217,0.3755,0,2,67.0987427288541,76.13413503451913,75.43905015535618,66.62209080083713,550.6733229042075,590.9113975873879,539.9428461159997,341.6436950083113,1.6161815143496794,2.347145080334431,5.579076484731383,2.193765537773514,-0.046668967897825375,0.010675411666201562,0.0775939849624061,0.08990294568363688,33.39197289954975,32.86732533320876,30.938170447781232,27.5685359947976,0.049754831266224375,0,4.0
2026-05-06,14120.0,14198.0,13175.0,13758.0,2905868507706,211217534,14252,13868.0,13600.0,64.4085096013894,68.93038068230241,69.90369181380417,72.49937507113552,-30.096308186195827,32.70882123341139,26.712009689741915,421.95547765180527,0.04239178359947292,33.40143022632947,40.259854321370206,21.88856466358902,18.371289657781187,89.07740625295176,1.054770509857451,1.169600701760421,1.0648293141246477,1.0611114178554881,1.111090962175284,1.0095364860632634,0.8067712936166032,55.285714566365115,0.047968496518890825,0.07522058823529412,0.037140515147524374,0.04624413745976629,0.0455945182253175,1.2276221275933659,1.3428391471910972,0.6370026834514264,0.7132922351639313,74.47715240524406,203891980.61366826,1.1594276792547014,1.422752865072076,0.5083088954056696,0.07624633431085044,0.41544477028348,0.026535805161759362,-0.011268629589240242,-0.015135056846983796,-0.061097687262685496,0.022556390977443552,0.3270882123341139,0.2671200968974192,-0.6410833853978405,-0.2965759801386159,0.36,0,3,66.42062932453311,67.0987427288541,76.13413503451913,69.95909110340565,493.81753928040416,550.6733229042075,590.9113975873879,434.2771341213823,1.2227010102967475,1.6161815143496794,2.347145080334431,3.5072433039556716,-0.0039104931566369405,-0.046668967897825375,0.010675411666201562,0.03890017184814876,33.696897999621875,33.39197289954975,32.86732533320876,29.11164014041347,0.08518680040703597,1,4.0
2026-05-09,14150.0,14849.0,14000.0,14437.0,5748692099907,398204685,22356,13758.0,14730.0,71.24706593817436,79.17347273091066,92.57624398073837,78.58012439009603,-7.423756019261638,42.99582564799534,36.66728521061422,425.4988758260268,0.0466019262785852,33.67873600632788,41.77860954432085,19.086017723507247,22.692591820813604,109.224587362364,1.104471121041937,1.245613293306837,1.1616792534968674,1.1234758418704962,1.1855464772647442,1.0517968567625033,0.9200066137993562,58.47843468107153,0.047181797034913674,0.05763747454175153,0.04026546585160792,0.04818663633967575,0.04778641346065205,1.1867840704180947,2.314855486837449,1.4654866152293249,0.06578095552678187,77.80920027980233,257143142.77630165,1.4352570902688395,2.0617529880478087,0.6831566548881036,0.14016489988221437,0.17667844522968199,0.04044117647058824,0.08308823529411757,0.0708833151581243,0.06669563328264183,0.027770025118615704,0.42995825647995334,0.3666728521061422,1.654070513364192,-0.23812971966483915,0.473,1,0,64.4085096013894,66.42062932453311,67.0987427288541,75.43905015535618,421.95547765180527,493.81753928040416,550.6733229042075,539.9428461159997,1.3428391471910972,1.2227010102967475,1.6161815143496794,5.579076484731383,-0.011268629589240242,-0.0039104931566369405,-0.046668967897825375,0.0775939849624061,33.40143022632947,33.696897999621875,33.39197289954975,30.938170447781232,0.003324790468933969,0,3.0
2026-05-10,14797.0,15050.0,14470.0,14726.0,4939994602603,335468474,21074,14437.0,14560.0,69.09613161588976,74.8427333323172,89.06661267463049,83.84884948972434,-10.933387325369509,34.715025906735754,38.48202396804261,392.18644360011734,0.05159207093115933,34.09381009283524,41.349941182176785,17.937474989505137,23.412466192671648,101.44474533348505,1.0618513845637731,1.2105289412860207,1.1555647267041802,1.0919450263085886,1.1571329257489271,1.0882546686878467,0.8519203509754875,59.82289478356565,0.04716857493237648,0.03983516483516483,0.039671398978466,0.05031878260950846,0.04831744854764956,1.2179416353296921,1.801846249825846,1.2221042747374309,-0.3711588593722327,80.02743392072024,234411815.63077727,1.2662504393329916,1.8077865037937437,0.4086206896551724,0.4362068965517241,0.15517241379310345,0.004548540393754243,-0.01154107264086901,0.07058823529411762,0.058524173027989734,0.005177770107007262,0.3471502590673574,0.3848202396804261,-0.7228142260028376,-0.24692251991310643,0.456,0,1,71.24706593817436,64.4085096013894,66.42062932453311,76.13413503451913,425.4988758260268,421.95547765180527,493.81753928040416,590.9113975873879,2.314855486837449,1.3428391471910972,1.2227010102967475,2.347145080334431,0.08308823529411757,-0.011268629589240242,-0.0039104931566369405,0.010675411666201562,33.67873600632788,33.40143022632947,33.696897999621875,32.86732533320876,-0.007945131060708932,0,2.0
2026-05-11,15000.0,15200.0,14747.0,14906.0,4800749674305,322063266,22178,14726.0,15100.0,71.98893736519923,79.08283935641145,97.99599198396794,93.2129495464456,-2.004008016032064,28.554401498382425,43.127962085308056,381.936452713377,0.05539170033438965,34.598061920281445,40.154503521336885,16.740366626399137,23.414136894937748,100.88534466183854,1.074939668121276,1.2321199807430256,1.203616908665404,1.1098292789472595,1.1825254203948456,1.1197064768937437,0.8776221260081014,61.46885067270811,0.04526049131125932,0.03,0.039773113907197254,0.04654866200027181,0.041254803968482925,1.0372535593954977,1.61637562356085,1.105237499169639,-0.012514203488657727,82.22933891881654,216464499.69812426,1.1466676339571582,1.768390165333078,0.22075055187637968,0.22075055187637968,0.5584988962472406,0.03021978021978022,0.03708791208791218,0.02511880515953835,0.11029411764705888,0.09348975305959883,0.2855440149838242,0.43127962085308047,0.4593740868342165,-0.21899244853625738,0.51,1,0,69.09613161588976,71.24706593817436,64.4085096013894,67.0987427288541,392.18644360011734,425.4988758260268,421.95547765180527,550.6733229042075,1.801846249825846,2.314855486837449,1.3428391471910972,1.6161815143496794,-0.01154107264086901,0.08308823529411757,-0.011268629589240242,-0.046668967897825375,34.09381009283524,33.67873600632788,33.40143022632947,33.39197289954975,-0.04253320810411909,0,1.0
2026-05-12,15110.0,15110.0,14291.0,14558.0,25820240068891,1773637512,61949,14906.0,14695.0,66.92876636562522,68.91894919405415,89.78766430738119,92.28342298865988,-10.212335692618806,14.786752069989065,41.16234390009606,325.50067198265344,0.05861545167160418,34.23375969559604,36.77242962152679,20.01991879318513,16.75251082834166,81.02294998476673,1.0321986991276006,1.178470754758592,1.175855866236493,1.0669207704287862,1.1380950046013105,1.1391758846725046,0.7920846516396317,61.10240772897089,0.047166842193166796,0.05573324259952365,0.040458031706633306,0.04337836142236635,0.045451612276235044,1.1234261865681177,6.335398476495875,2.9165994986769466,-1.4228573193463006,53.44562653998864,416798335.22560495,2.0722639768447584,4.09074400575817,0.5067155067155067,0.0,0.4932844932844933,0.0006622516556291391,-0.02682119205298017,0.0092719780219781,-0.002376103190767087,0.06833878589603781,0.14786752069989073,0.41162343900096054,-1.111295133969765,-0.23994000206889418,0.4695,0,1,71.98893736519923,69.09613161588976,71.24706593817436,66.42062932453311,381.936452713377,392.18644360011734,425.4988758260268,493.81753928040416,1.61637562356085,1.801846249825846,2.314855486837449,1.2227010102967475,0.03708791208791218,-0.01154107264086901,0.08308823529411757,-0.0039104931566369405,34.598061920281445,34.09381009283524,33.67873600632788,33.696897999621875,-0.03990932820442372,0,1.0
2026-05-13,14649.0,15240.0,14388.0,14930.0,9762529359876,653907391,32222,14558.0,15027.0,68.86105110076194,72.32111971296459,95.6163819715991,94.46667942098274,-4.383618028400906,12.984962406015038,45.24453895225208,289.3667261869232,0.05972993931358383,34.01998922793844,34.917384980594306,18.293718446861142,16.623666533733164,80.87479140110722,1.0428681476546398,1.1828930381938978,1.2051139753764426,1.075957795674684,1.149855432698859,1.1555765492374908,0.8029935238922092,60.36202881318429,0.046879986017414464,0.05669794370133759,0.04005840320601969,0.042668795546860476,0.04319150386200181,1.0782133186854364,2.112612690982364,0.9386370629090915,-0.8046808878979073,58.489277857087025,302977138.5971076,1.438794039905477,1.9564234039775714,0.44366197183098594,0.25,0.30633802816901406,-0.003130316434161279,0.0225927186117727,-0.004834437086092769,0.03207417582417582,0.10492647058823534,0.12984962406015033,0.4524453895225209,0.07529167398827405,-0.22276818040757215,0.5027,1,0,66.92876636562522,71.98893736519923,69.09613161588976,64.4085096013894,325.50067198265344,381.936452713377,392.18644360011734,421.95547765180527,6.335398476495875,1.61637562356085,1.801846249825846,1.3428391471910972,-0.02682119205298017,0.03708791208791218,-0.01154107264086901,-0.011268629589240242,34.23375969559604,34.598061920281445,34.09381009283524,33.40143022632947,-0.07273945077026123,0,1.0
2026-05-16,14300.0,14665.0,14250.0,14485.0,4006066714561,276567843,18764,14930.0,14546.0,63.10801713119269,61.02954970323435,83.19205618793897,89.53203415563975,-16.807943812061033,1.4931621546190343,43.18338419135742,215.30849237806103,0.06031422297201136,33.563804288442476,32.19133402334521,18.252098502044205,13.939235521301008,60.9129954342492,1.0079899103993568,1.1255943882782182,1.170005517831605,1.0349071525598676,1.1038063247367105,1.1607313781226825,0.7177340261753615,57.6824809995776,0.048786373025907624,0.028530180118245565,0.04086086524856407,0.03808751973772417,0.03057874268862403,0.7483625836753084,0.8648328697991668,0.41135795910573275,-1.0748587975959187,55.14176867869675,213497479.99152634,0.9925708972107097,1.0963418268079066,0.5927710843373494,0.28674698795180725,0.12048192771084337,-0.048379583416516936,-0.03200905037598989,-0.010139503232391989,-0.03668874172185432,-0.012491513917175845,0.014931621546190321,0.4318338419135741,-1.2454210853151175,-0.24764663287472846,0.4546,0,1,68.86105110076194,66.92876636562522,71.98893736519923,71.24706593817436,289.3667261869232,325.50067198265344,381.936452713377,425.4988758260268,2.112612690982364,6.335398476495875,1.61637562356085,2.314855486837449,0.0225927186117727,-0.02682119205298017,0.03708791208791218,0.08308823529411757,34.01998922793844,34.23375969559604,34.598061920281445,33.67873600632788,-0.07842595788746975,0,1.0
