timestamps,open,high,low,close,volume,amount
2009/09/29 12:00,2000.0,2000.0,2000.0,2000.0,5000000,10000000000
2009/09/30 12:00,2100.0,2100.0,2100.0,2100.0,547000,1148700000
2009/10/03 12:00,2205.0,2205.0,2200.0,2205.0,4532339,9993524500
2009/10/04 12:00,2315.0,2315.0,2200.0,2310.0,4015302,9258372954
2009/10/05 12:00,2389.0,2421.0,2312.0,2421.0,1548301,3741311971
2009/10/06 12:00,2520.0,2534.0,2416.0,2500.0,342401,848059033
2009/10/07 12:00,2415.0,2440.0,2354.0,2358.0,826273,1971071535
2009/10/10 12:00,2266.0,2271.0,2266.0,2266.0,560000,1269389100
2009/10/11 12:00,2377.0,2377.0,2190.0,2190.0,251000,557345000
2009/10/12 12:00,2113.0,2260.0,2113.0,2179.0,159000,352029000
2009/10/13 12:00,2270.0,2270.0,2200.0,2200.0,18000,40410000
2009/10/17 12:00,2290.0,2299.0,2133.0,2133.0,203377,444985194
2009/10/18 12:00,2080.0,2093.0,2079.0,2079.0,112000,233554000
2009/10/19 12:00,2100.0,2100.0,2050.0,2050.0,56000,116820000
2009/10/20 12:00,2173.0,2173.0,1990.0,1990.0,209000,427029000
2009/10/21 12:00,2080.0,2080.0,1942.0,1999.0,508297,1023135706
2009/10/24 12:00,2049.0,2049.0,1958.0,2001.0,273152,546617040
2009/10/25 12:00,2050.0,2050.0,2011.0,2011.0,74610,152377500
2009/10/26 12:00,2140.0,2140.0,2010.0,2050.0,412000,834510000
2009/10/27 12:00,2030.0,2114.0,2000.0,2001.0,304649,612087900
2009/10/28 12:00,2010.0,2011.0,1999.0,1999.0,150247,300894364
2009/10/31 12:00,2020.0,2020.0,1904.0,1905.0,116010,223189000
2009/11/01 12:00,1995.0,2000.0,1847.0,1847.0,136700,262122400
2009/11/02 12:00,1824.0,1828.0,1823.0,1828.0,40938,74695912
2009/11/03 12:00,1916.0,1916.0,1800.0,1800.0,95000,176800000
2009/11/04 12:00,1895.0,1896.0,1774.0,1774.0,22000,41458000
2009/11/07 12:00,1800.0,1880.0,1790.0,1794.0,260000,466812000
2009/11/08 12:00,1850.0,1850.0,1763.0,1763.0,53000,96929000
2009/11/09 12:00,1850.0,1913.0,1773.0,1775.0,103854,188337650
2009/11/10 12:00,1768.0,1873.0,1768.0,1768.0,31900,58484200
2009/11/11 12:00,1843.0,1843.0,1825.0,1825.0,34702,63701950
2009/11/14 12:00,1830.0,1927.0,1830.0,1927.0,79990,153054730
2009/11/15 12:00,2000.0,2008.0,2000.0,2008.0,174950,350774000
2009/11/16 12:00,2099.0,2099.0,2000.0,2098.0,24321,49330000
2009/11/17 12:00,2002.0,2002.0,2002.0,2002.0,10000,20020000
2009/11/18 12:00,2002.0,2002.0,1902.0,1902.0,39750,77561700
2009/11/21 12:00,1990.0,1990.0,1854.0,1854.0,47499,90354148
2009/11/22 12:00,1977.0,1977.0,1966.0,1967.0,70000,137923650
2009/11/23 12:00,1964.0,1965.0,1963.0,1963.0,23000,45166000
2009/11/24 12:00,1999.0,2000.0,1999.0,2000.0,10500,20994500
2009/11/25 12:00,1997.0,1999.0,1997.0,1999.0,17000,33962000
2009/11/29 12:00,1989.0,1990.0,1989.0,1990.0,10000,19898000
2009/11/30 12:00,1990.0,2000.0,1891.0,1891.0,25500,49835400
2009/12/01 12:00,1954.0,1954.0,1857.0,1857.0,50000,93860000
2009/12/02 12:00,1966.0,1966.0,1949.0,1950.0,15000,29325000
2009/12/05 12:00,1987.0,1987.0,1987.0,1987.0,3500,6954500
2009/12/07 12:00,1969.0,1970.0,1888.0,1888.0,24000,46244588
2009/12/08 12:00,1965.0,1966.0,1965.0,1966.0,12000,23582000
2009/12/09 12:00,1947.0,1947.0,1945.0,1945.0,10005,19479725
2009/12/12 12:00,1939.0,1942.0,1850.0,1850.0,42118,79828300
2009/12/13 12:00,1939.0,1940.0,1939.0,1940.0,20000,38790000
2009/12/14 12:00,1889.0,1889.0,1843.0,1843.0,30000,56210000
2009/12/15 12:00,1875.0,1875.0,1781.0,1781.0,32000,57970000
2009/12/16 12:00,1868.0,1868.0,1722.0,1722.0,27000,47233000
2009/12/19 12:00,1662.0,1662.0,1662.0,1662.0,18679,31044498
2009/12/20 12:00,1742.0,1745.0,1742.0,1745.0,12000,20934000
2009/12/21 12:00,1828.0,1828.0,1828.0,1828.0,10000,18280000
2009/12/22 12:00,1820.0,1820.0,1799.0,1799.0,12000,21630000
2009/12/30 12:00,1796.0,1798.0,1751.0,1798.0,32564,58280649
2010/01/02 12:00,1798.0,1799.0,1710.0,1710.0,31000,54513725
2010/01/03 12:00,1759.0,1759.0,1759.0,1759.0,5000,8795000
2010/01/04 12:00,1750.0,1750.0,1750.0,1750.0,5000,8750000
2010/01/05 12:00,1752.0,1752.0,1663.0,1750.0,26006,43698065
2010/01/06 12:00,1700.0,1700.0,1700.0,1700.0,5000,8500000
2010/01/09 12:00,1784.0,1784.0,1749.0,1749.0,8520,15198980
2010/01/10 12:00,1800.0,1800.0,1800.0,1800.0,5000,9000000
2010/01/11 12:00,1795.0,1800.0,1711.0,1711.0,22755,40821605
2010/01/12 12:00,1799.0,1799.0,1705.0,1705.0,13500,23487500
2010/01/13 12:00,1789.0,1789.0,1789.0,1789.0,5000,8945000
2010/01/16 12:00,1856.0,1856.0,1700.0,1700.0,38000,65051000
2010/01/17 12:00,1785.0,1785.0,1627.0,1627.0,102000,166903000
2010/01/18 12:00,1627.0,1715.0,1590.0,1600.0,107000,172073350
2010/01/19 12:00,1672.0,1688.0,1672.0,1688.0,15000,25224000
2010/01/20 12:00,1686.0,1686.0,1600.0,1600.0,86102,139052949
2010/01/23 12:00,1694.0,1694.0,1694.0,1694.0,2000,3388000
2010/01/25 12:00,1659.0,1659.0,1616.0,1616.0,76500,124178500
2010/01/26 12:00,1650.0,1699.0,1650.0,1699.0,4870,8109000
2010/01/27 12:00,1699.0,1699.0,1600.0,1600.0,133651,215400568
