timestamps,open,high,low,close,volume,amount
2021/05/26 12:00,29950.0,29950.0,29950.0,29950.0,177999279,5331078406050
2021/05/29 12:00,31440.0,31440.0,31440.0,31440.0,1583237,49776971280
2021/05/30 12:00,33010.0,33010.0,33010.0,33010.0,1607824,53074270240
2021/05/31 12:00,34660.0,34660.0,34660.0,34660.0,1794126,62184407160
2021/06/01 12:00,36390.0,36390.0,36390.0,36390.0,2258989,82204609710
2021/06/02 12:00,38200.0,38200.0,38200.0,38200.0,17575129,671369927800
2021/06/07 12:00,40110.0,40110.0,38210.0,38630.0,115450961,4567619136680
2021/06/08 12:00,38750.0,39560.0,37590.0,37700.0,48084723,1839947142750
2021/06/09 12:00,37300.0,38200.0,36660.0,37450.0,17352274,648764487990
2021/06/12 12:00,37390.0,39190.0,37390.0,38100.0,21838457,836836285790
2021/06/13 12:00,38590.0,38590.0,37200.0,37800.0,8813266,331620351630
2021/06/14 12:00,37250.0,38500.0,37250.0,38180.0,12697761,481632281300
2021/06/15 12:00,38000.0,39420.0,37760.0,38050.0,13760539,531814717460
2021/06/16 12:00,37850.0,38400.0,37630.0,37850.0,8530855,323369896740
2021/06/19 12:00,37630.0,38250.0,36510.0,37020.0,8584717,319027833200
2021/06/20 12:00,36700.0,38200.0,36540.0,37100.0,10304938,384328985120
2021/06/21 12:00,37020.0,39160.0,37020.0,39160.0,13259200,512212650750
2021/06/22 12:00,39990.0,40560.0,39500.0,40560.0,22490388,908329476740
2021/06/23 12:00,41500.0,42350.0,40380.0,40780.0,14671480,605752881370
2021/06/26 12:00,41330.0,41330.0,39860.0,39940.0,14159998,571994707210
2021/06/27 12:00,40820.0,41290.0,39600.0,39720.0,9095598,365487788670
2021/06/28 12:00,39600.0,40000.0,38750.0,39110.0,8451834,330531500400
2021/06/29 12:00,39130.0,40060.0,39090.0,39370.0,7533080,296401600640
2021/06/30 12:00,39370.0,41000.0,39000.0,40790.0,14513682,582558183370
2021/07/07 12:00,38150.0,38800.0,37500.0,38500.0,7878214,302183502620
2021/07/10 12:00,39100.0,39100.0,37500.0,38000.0,5562406,211841800840
2021/07/11 12:00,37700.0,38970.0,37700.0,38390.0,3854028,148042335130
2021/07/12 12:00,38200.0,38840.0,37950.0,38060.0,5338698,204486323880
2021/07/13 12:00,38050.0,38450.0,37500.0,37500.0,6219092,235470488260
2021/07/14 12:00,37480.0,38750.0,37380.0,37900.0,6123531,233293477970
2021/07/17 12:00,38400.0,38400.0,37290.0,37410.0,6682978,251783454940
2021/07/18 12:00,37890.0,38500.0,37210.0,37820.0,4917821,186754520900
2021/07/19 12:00,37530.0,39870.0,37530.0,39870.0,7532839,297065295960
2021/07/26 12:00,41410.0,41410.0,39870.0,41410.0,20092262,831422125600
2021/07/27 12:00,41800.0,42500.0,39710.0,39810.0,10342580,422796643580
2021/07/28 12:00,39900.0,42280.0,39900.0,40950.0,8837518,363801103700
2021/07/31 12:00,40700.0,42200.0,40510.0,41190.0,6739627,278465759860
2021/08/01 12:00,41000.0,41200.0,40600.0,40800.0,5000195,204084180790
2021/08/02 12:00,40600.0,41120.0,40300.0,40600.0,3803925,154290394330
2021/08/03 12:00,40410.0,41800.0,40410.0,41160.0,3477345,143058331340
2021/08/04 12:00,41190.0,43190.0,41190.0,43190.0,10433385,443446250010
2021/08/07 12:00,44190.0,44190.0,42520.0,43500.0,7440048,322090774000
2021/08/08 12:00,43500.0,44950.0,43000.0,43880.0,5345935,235574010570
2021/08/09 12:00,43320.0,44420.0,43320.0,44150.0,4558675,200730820350
2021/08/10 12:00,44500.0,45550.0,44010.0,45160.0,5362434,239815621310
2021/08/11 12:00,45250.0,46450.0,44300.0,44600.0,6671038,301010512400
2021/08/14 12:00,45000.0,45750.0,43600.0,44860.0,4713150,209337781130
2021/08/15 12:00,43970.0,44940.0,43700.0,44450.0,3166050,140722381640
2021/08/22 12:00,45400.0,45990.0,44050.0,45000.0,4997675,225008656910
2021/08/23 12:00,45600.0,47270.0,44010.0,47270.0,8821154,410658188460
