timestamps,open,high,low,close,volume,amount
2013/04/16 12:00,7500.0,7500.0,7500.0,7500.0,1400000,10500000000
2013/04/17 12:00,7700.0,7800.0,7680.0,7800.0,79684517,620595738957
2013/04/20 12:00,7900.0,7940.0,7560.0,7604.0,30366404,235468238335
2013/04/21 12:00,7609.0,7849.0,7520.0,7840.0,36871260,284391672389
2013/04/22 12:00,7950.0,8021.0,7903.0,8021.0,10496140,83996412783
2013/04/23 12:00,8323.0,8323.0,8323.0,8323.0,1184636,9859725428
2013/04/24 12:00,8376.0,8376.0,8376.0,8376.0,1200750,10057482000
2013/04/27 12:00,8430.0,8430.0,8430.0,8430.0,490978,4138944540
2013/04/28 12:00,8452.0,8452.0,8452.0,8452.0,1224586,10350200872
2013/04/29 12:00,8508.0,8508.0,8508.0,8508.0,369499,3143697492
2013/04/30 12:00,8524.0,8524.0,8524.0,8524.0,590511,5033515764
2013/05/01 12:00,8551.0,8551.0,8551.0,8551.0,778980,6661057980
2013/05/04 12:00,8587.0,8587.0,8587.0,8587.0,664311,5704438557
2013/05/05 12:00,8617.0,8617.0,8617.0,8617.0,686204,5913019868
2013/05/06 12:00,8649.0,8649.0,8649.0,8649.0,8837712,76437371088
2013/05/07 12:00,8994.0,8994.0,8994.0,8994.0,9446411,84961020534
2013/05/08 12:00,9353.0,9353.0,9100.0,9171.0,186234243,1734847547056
2013/05/11 12:00,9299.0,9687.0,9104.0,9687.0,48991087,463124906612
2013/05/12 12:00,9831.0,9831.0,9550.0,9831.0,67650444,663999240839
2013/05/13 12:00,9900.0,10207.0,9820.0,10000.0,39811901,401820243596
2013/05/14 12:00,9989.0,10000.0,9690.0,9709.0,35654854,347082682733
2013/05/15 12:00,9930.0,10124.0,9400.0,9690.0,44506577,440002985590
2013/05/18 12:00,9511.0,9590.0,9491.0,9491.0,5793642,55027107205
2013/05/19 12:00,9201.0,9479.0,9201.0,9450.0,63548067,586387421609
2013/05/20 12:00,9200.0,9398.0,9121.0,9151.0,16182852,149576950818
2013/05/21 12:00,9002.0,9100.0,8874.0,8954.0,22660069,202654011108
2013/05/22 12:00,8700.0,9187.0,8600.0,9140.0,11716805,104496320496
2013/05/25 12:00,9200.0,9274.0,9151.0,9274.0,2253471,20868406595
2013/05/26 12:00,9382.0,9382.0,9382.0,9382.0,1639309,15379997038
2013/05/27 12:00,9465.0,9465.0,9465.0,9465.0,11151713,105550963545
2013/05/28 12:00,9700.0,9843.0,9600.0,9843.0,32906750,321203274515
2013/05/29 12:00,9905.0,10151.0,9905.0,10151.0,29467222,298639882574
2013/06/01 12:00,10140.0,10400.0,9730.0,9730.0,25834272,256616303881
2013/06/02 12:00,9670.0,9950.0,9670.0,9817.0,21119559,207350107762
2013/06/03 12:00,9860.0,10210.0,9777.0,10210.0,32980495,332547939133
2013/06/08 12:00,10370.0,10370.0,10059.0,10260.0,23856349,244640607977
2013/06/09 12:00,10250.0,10250.0,9845.0,9845.0,18789866,187205502920
2013/06/10 12:00,9700.0,9997.0,9611.0,9660.0,18502757,180809000445
2013/06/11 12:00,9776.0,9900.0,9530.0,9560.0,12663180,121800986652
2013/06/12 12:00,9598.0,9598.0,9351.0,9448.0,16370437,154727504944
2013/06/15 12:00,9830.0,9830.0,9800.0,9830.0,3275925,32201588090
2013/06/16 12:00,10002.0,10002.0,9752.0,9989.0,29804682,297416118693
2013/06/17 12:00,10000.0,10005.0,9750.0,9860.0,12362082,122540998186
2013/06/18 12:00,9900.0,9938.0,9740.0,9768.0,12601329,123504448505
2013/06/19 12:00,9761.0,9870.0,9700.0,9718.0,9869644,96280949256
2013/06/22 12:00,9821.0,9821.0,9365.0,9365.0,18811507,177440387961
2013/06/23 12:00,9208.0,9500.0,9208.0,9290.0,7689130,72177021730
2013/06/25 12:00,9401.0,9450.0,9251.0,9370.0,4742291,44197583957
2013/06/26 12:00,9475.0,9717.0,9412.0,9717.0,9151196,88538161290
2013/06/29 12:00,9870.0,10020.0,9770.0,9850.0,10238979,101526115133
2013/06/30 12:00,9950.0,10010.0,9750.0,9950.0,14371785,142752609618
2013/07/01 12:00,9950.0,10300.0,9862.0,10029.0,11851191,119735996486
2013/07/02 12:00,10052.0,10057.0,9740.0,9797.0,7584617,74928452029
2013/07/03 12:00,9750.0,9949.0,9711.0,9773.0,15485412,152071282187
2013/07/06 12:00,9900.0,10212.0,9880.0,10212.0,13072342,132797212207
2013/07/07 12:00,10565.0,10565.0,10159.0,10565.0,36665305,385530040273
2013/07/08 12:00,10580.0,10580.0,10240.0,10251.0,8871000,92299125530
2013/07/09 12:00,10300.0,10390.0,10054.0,10144.0,11155213,113563809046
2013/07/29 12:00,8700.0,9000.0,8700.0,8890.0,31372446,277944277919
2013/07/31 12:00,8810.0,9098.0,8700.0,8790.0,15634029,138556807188
2013/08/03 12:00,8850.0,8850.0,8509.0,8512.0,20476274,176163064180
2013/08/04 12:00,8402.0,8510.0,8321.0,8452.0,15395336,129168581907
2013/08/05 12:00,8533.0,8725.0,8533.0,8725.0,6722424,58456206202
2013/08/06 12:00,8990.0,9012.0,8870.0,9012.0,15166794,136285766634
2013/08/07 12:00,9200.0,9300.0,8902.0,8998.0,12460440,112294498445
2013/08/11 12:00,9285.0,9372.0,9150.0,9365.0,9350627,87160077842
2013/08/12 12:00,9370.0,9569.0,9290.0,9350.0,12211486,114740242348
2013/08/13 12:00,9355.0,9450.0,9021.0,9064.0,7818385,71215236033
2013/08/17 12:00,9473.0,9473.0,9330.0,9350.0,16548816,156607143160
2013/08/18 12:00,9378.0,9378.0,9086.0,9151.0,3984045,36452528444
2013/08/19 12:00,9250.0,9399.0,9130.0,9219.0,4008184,36908352546
2013/08/20 12:00,9250.0,9250.0,8880.0,9029.0,3379022,30315021686
2013/08/21 12:00,9037.0,9200.0,8935.0,9100.0,4658628,42274247802
2013/08/24 12:00,9100.0,9199.0,8970.0,9000.0,5696162,51676985377
2013/08/25 12:00,9040.0,9040.0,8900.0,8920.0,9053940,81261131925
2013/08/26 12:00,8900.0,9199.0,8853.0,9150.0,9362683,84449834632
2013/08/27 12:00,9200.0,9260.0,8880.0,8900.0,9960360,90163961665
2013/08/28 12:00,8700.0,8869.0,8690.0,8720.0,13362506,116349499986
2013/08/31 12:00,8726.0,8980.0,8726.0,8950.0,1658130,14699882983
2013/09/01 12:00,9078.0,9091.0,8833.0,9091.0,9519926,86514338494
2013/09/03 12:00,9350.0,9351.0,9001.0,9272.0,3719282,34240046039
2013/09/04 12:00,9099.0,9099.0,8782.0,8782.0,16465858,145102637414
2013/09/07 12:00,8602.0,9090.0,8602.0,8813.0,1733860,15350694057
2013/09/08 12:00,8899.0,9050.0,8851.0,9048.0,1445168,13012824569
2013/09/09 12:00,9050.0,9100.0,8916.0,8916.0,1669020,15076834480
2013/09/10 12:00,9130.0,9252.0,9130.0,9252.0,5415193,50082955311
2013/09/11 12:00,9519.0,9519.0,9452.0,9519.0,10183867,96934152091
2013/09/14 12:00,9663.0,9798.0,9364.0,9760.0,3078556,29677995956
2013/09/15 12:00,9750.0,9916.0,9720.0,9720.0,7454742,73279761521
2013/09/16 12:00,9720.0,9917.0,9652.0,9830.0,3875988,38016080524
2013/09/17 12:00,9900.0,10211.0,9900.0,10211.0,5140778,52370260937
2013/09/18 12:00,10476.0,10476.0,10476.0,10476.0,7090006,74274902856
2013/09/21 12:00,10875.0,10875.0,10875.0,10875.0,4535775,49326553125
2013/09/22 12:00,10700.0,10700.0,10284.0,10614.0,25905626,272791459691
2013/09/23 12:00,10730.0,10951.0,10699.0,10951.0,3401744,37159392139
2013/09/24 12:00,11138.0,11138.0,10925.0,11138.0,26605760,296059364857
2013/09/25 12:00,11350.0,11573.0,11129.0,11573.0,10627432,121806784694
2013/09/28 12:00,11920.0,11920.0,11920.0,11920.0,1292188,15402880960
2013/09/29 12:00,12003.0,12003.0,12003.0,12003.0,9915235,119012565705
2013/09/30 12:00,12250.0,12483.0,12200.0,12483.0,39028743,484600553742
2013/10/01 12:00,12550.0,12913.0,12303.0,12913.0,19946636,255612312953
2013/10/02 12:00,13000.0,13298.0,12801.0,12988.0,10346135,134613897610
2013/10/05 12:00,12950.0,12990.0,12491.0,12530.0,12224058,155148202325
2013/10/06 12:00,12690.0,12690.0,12340.0,12600.0,10387521,130279526321
2013/10/07 12:00,12697.0,13043.0,12506.0,13043.0,8754115,113098187210
2013/10/08 12:00,13435.0,13435.0,13100.0,13435.0,12755637,171363174891
2013/10/09 12:00,13899.0,13971.0,13751.0,13971.0,6299052,87857347602
2013/10/12 12:00,14423.0,14423.0,14423.0,14423.0,1682364,24264735972
2013/10/13 12:00,14553.0,14553.0,14423.0,14553.0,71097309,1034570078820
2013/10/14 12:00,14555.0,15133.0,14450.0,14998.0,31201990,467184382833
2013/10/15 12:00,15133.0,15571.0,15101.0,15571.0,27617372,429206668155
2013/10/19 12:00,16000.0,16157.0,15000.0,15070.0,20579555,323426909961
2013/10/20 12:00,15120.0,15400.0,15088.0,15250.0,30570752,463537745965
2013/10/26 12:00,15052.0,15080.0,14450.0,14450.0,14977108,219314558544
2013/10/27 12:00,14299.0,14500.0,14058.0,14058.0,7342146,103318488595
2013/10/28 12:00,13802.0,14190.0,13580.0,13930.0,10600411,147588401639
2013/10/29 12:00,14000.0,14479.0,13999.0,14469.0,10019493,143996750461
2013/10/30 12:00,14799.0,14946.0,14700.0,14946.0,4425753,66005393605
2013/11/02 12:00,15282.0,15282.0,14900.0,15282.0,16748746,255399644407
2013/11/03 12:00,15577.0,15858.0,15440.0,15650.0,17844198,282327444664
2013/11/04 12:00,15351.0,16391.0,15351.0,15790.0,14257244,227116013171
2013/11/05 12:00,16005.0,16567.0,16005.0,16567.0,8168779,134511933132
2013/11/06 12:00,17124.0,17125.0,17000.0,17125.0,7350299,125862899823
2013/11/09 12:00,17800.0,17800.0,17250.0,17550.0,29636929,525320489515
2013/11/10 12:00,17300.0,17990.0,17062.0,17250.0,10615007,185774820198
2013/11/11 12:00,17010.0,17350.0,16811.0,16823.0,7883838,134869201738
2013/11/12 12:00,17000.0,17630.0,16810.0,17500.0,6431431,111078165551
2013/11/16 12:00,17800.0,17938.0,17601.0,17938.0,4752018,85128047065
2013/11/17 12:00,18200.0,18379.0,17529.0,17610.0,10083291,181496306086
